Radionuclide	Ca-45
Route of Intake	Inhalation
Material	Aerosols Type F, Calcium chloride, fA=0.4
AMTD/AMAD, µm	10

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*
66	1.2E-1	1.3E-4	1.0E-4	2.3E-4	5.4E-5	1.1E-1
67	1.1E-1	1.3E-4	1.0E-4	2.2E-4	5.3E-5	1.1E-1
68	1.1E-1	1.2E-4	9.7E-5	2.1E-4	5.1E-5	1.1E-1
69	1.1E-1	1.2E-4	9.4E-5	2.1E-4	4.9E-5	1.1E-1
70	1.1E-1	1.2E-4	9.1E-5	2.0E-4	4.7E-5	1.1E-1
71	1.1E-1	1.1E-4	8.8E-5	1.9E-4	4.6E-5	1.1E-1
72	1.1E-1	1.1E-4	8.5E-5	1.9E-4	4.4E-5	1.1E-1
73	1.1E-1	1.1E-4	8.3E-5	1.8E-4	4.3E-5	1.1E-1
74	1.1E-1	1.0E-4	8.0E-5	1.8E-4	4.2E-5	1.1E-1
75	1.1E-1	1.0E-4	7.8E-5	1.7E-4	4.1E-5	1.1E-1
76	1.1E-1	9.8E-5	7.6E-5	1.7E-4	4.0E-5	1.1E-1
77	1.1E-1	9.5E-5	7.4E-5	1.6E-4	3.9E-5	1.1E-1
78	1.1E-1	9.3E-5	7.2E-5	1.6E-4	3.8E-5	1.1E-1
79	1.1E-1	9.1E-5	7.0E-5	1.5E-4	3.7E-5	1.0E-1
80	1.1E-1	8.9E-5	6.9E-5	1.5E-4	3.6E-5	1.0E-1
81	1.1E-1	8.7E-5	6.7E-5	1.5E-4	3.5E-5	1.0E-1
82	1.1E-1	8.5E-5	6.5E-5	1.4E-4	3.4E-5	1.0E-1
83	1.0E-1	8.3E-5	6.4E-5	1.4E-4	3.3E-5	1.0E-1
84	1.0E-1	8.2E-5	6.3E-5	1.4E-4	3.3E-5	1.0E-1
85	1.0E-1	8.0E-5	6.1E-5	1.4E-4	3.2E-5	1.0E-1
86	1.0E-1	7.9E-5	6.0E-5	1.3E-4	3.1E-5	1.0E-1
87	1.0E-1	7.7E-5	5.9E-5	1.3E-4	3.1E-5	1.0E-1
88	1.0E-1	7.6E-5	5.8E-5	1.3E-4	3.0E-5	1.0E-1
89	1.0E-1	7.4E-5	5.7E-5	1.3E-4	3.0E-5	9.9E-2
90	1.0E-1	7.3E-5	5.6E-5	1.2E-4	2.9E-5	9.9E-2
91	1.0E-1	7.2E-5	5.5E-5	1.2E-4	2.9E-5	9.8E-2
92	9.9E-2	7.1E-5	5.4E-5	1.2E-4	2.8E-5	9.8E-2
93	9.9E-2	7.0E-5	5.3E-5	1.2E-4	2.8E-5	9.7E-2
94	9.8E-2	6.9E-5	5.2E-5	1.2E-4	2.7E-5	9.7E-2
95	9.8E-2	6.8E-5	5.2E-5	1.1E-4	2.7E-5	9.6E-2
96	9.7E-2	6.7E-5	5.1E-5	1.1E-4	2.6E-5	9.6E-2
97	9.7E-2	6.6E-5	5.0E-5	1.1E-4	2.6E-5	9.5E-2
98	9.6E-2	6.5E-5	4.9E-5	1.1E-4	2.6E-5	9.5E-2
99	9.6E-2	6.4E-5	4.9E-5	1.1E-4	2.5E-5	9.4E-2
100	9.5E-2	6.3E-5	4.8E-5	1.1E-4	2.5E-5	9.4E-2
110	9.0E-2	5.6E-5	4.2E-5	9.4E-5	2.2E-5	8.9E-2
120	8.5E-2	5.0E-5	3.8E-5	8.4E-5	2.0E-5	8.4E-2
130	8.1E-2	4.6E-5	3.5E-5	7.6E-5	1.8E-5	8.0E-2
140	7.7E-2	4.2E-5	3.1E-5	7.0E-5	1.7E-5	7.6E-2
150	7.3E-2	3.8E-5	2.9E-5	6.4E-5	1.5E-5	7.2E-2
160	6.9E-2	3.5E-5	2.6E-5	5.8E-5	1.4E-5	6.9E-2
170	6.6E-2	3.2E-5	2.4E-5	5.4E-5	1.3E-5	6.5E-2
180	6.3E-2	2.9E-5	2.2E-5	4.9E-5	1.2E-5	6.2E-2
190	6.0E-2	2.7E-5	2.0E-5	4.5E-5	1.1E-5	5.9E-2
200	5.7E-2	2.5E-5	1.9E-5	4.2E-5	1.0E-5	5.6E-2
210	5.4E-2	2.3E-5	1.7E-5	3.8E-5	9.2E-6	5.3E-2
220	5.1E-2	2.1E-5	1.6E-5	3.5E-5	8.5E-6	5.1E-2
230	4.9E-2	1.9E-5	1.4E-5	3.2E-5	7.8E-6	4.8E-2
240	4.6E-2	1.8E-5	1.3E-5	3.0E-5	7.2E-6	4.6E-2
250	4.4E-2	1.6E-5	1.2E-5	2.8E-5	6.7E-6	4.4E-2
260	4.2E-2	1.5E-5	1.1E-5	2.5E-5	6.2E-6	4.2E-2
270	4.0E-2	1.4E-5	1.0E-5	2.4E-5	5.7E-6	4.0E-2
280	3.8E-2	1.3E-5	9.6E-6	2.2E-5	5.3E-6	3.8E-2
290	3.6E-2	1.2E-5	8.8E-6	2.0E-5	4.9E-6	3.6E-2
300	3.5E-2	1.1E-5	8.2E-6	1.9E-5	4.5E-6	3.4E-2
310	3.3E-2	1.0E-5	7.5E-6	1.7E-5	4.2E-6	3.3E-2
320	3.2E-2	9.3E-6	7.0E-6	1.6E-5	3.9E-6	3.1E-2
330	3.0E-2	8.6E-6	6.5E-6	1.5E-5	3.6E-6	3.0E-2
340	2.9E-2	7.9E-6	6.0E-6	1.4E-5	3.4E-6	2.8E-2
350	2.7E-2	7.4E-6	5.5E-6	1.3E-5	3.1E-6	2.7E-2
360	2.6E-2	6.8E-6	5.1E-6	1.2E-5	2.9E-6	2.6E-2
365	2.5E-2	6.6E-6	4.9E-6	1.1E-5	2.8E-6	2.5E-2
370	2.5E-2	6.3E-6	4.8E-6	1.1E-5	2.7E-6	2.5E-2
380	2.4E-2	5.9E-6	4.4E-6	1.0E-5	2.5E-6	2.4E-2
390	2.3E-2	5.5E-6	4.1E-6	9.6E-6	2.4E-6	2.2E-2
400	2.2E-2	5.1E-6	3.8E-6	8.9E-6	2.2E-6	2.1E-2
410	2.1E-2	4.7E-6	3.6E-6	8.3E-6	2.1E-6	2.0E-2
420	2.0E-2	4.4E-6	3.3E-6	7.7E-6	1.9E-6	2.0E-2
430	1.9E-2	4.1E-6	3.1E-6	7.2E-6	1.8E-6	1.9E-2
440	1.8E-2	3.8E-6	2.9E-6	6.8E-6	1.7E-6	1.8E-2
450	1.7E-2	3.6E-6	2.7E-6	6.3E-6	1.6E-6	1.7E-2
460	1.6E-2	3.3E-6	2.5E-6	5.9E-6	1.5E-6	1.6E-2
470	1.6E-2	3.1E-6	2.3E-6	5.5E-6	1.4E-6	1.6E-2
480	1.5E-2	2.9E-6	2.2E-6	5.2E-6	1.3E-6	1.5E-2
490	1.4E-2	2.7E-6	2.1E-6	4.9E-6	1.2E-6	1.4E-2
500	1.4E-2	2.6E-6	1.9E-6	4.6E-6	1.1E-6	1.4E-2
510	1.3E-2	2.4E-6	1.8E-6	4.3E-6	1.1E-6	1.3E-2
520	1.2E-2	2.2E-6	1.7E-6	4.0E-6	1.0E-6	1.2E-2
530	1.2E-2	2.1E-6	1.6E-6	3.8E-6	9.5E-7	1.2E-2
540	1.1E-2	2.0E-6	1.5E-6	3.6E-6	9.0E-7	1.1E-2
550	1.1E-2	1.9E-6	1.4E-6	3.3E-6	8.4E-7	1.1E-2
560	1.0E-2	1.7E-6	1.3E-6	3.1E-6	8.0E-7	1.0E-2
570	9.9E-3	1.6E-6	1.2E-6	3.0E-6	7.5E-7	9.8E-3
580	9.4E-3	1.5E-6	1.2E-6	2.8E-6	7.1E-7	9.4E-3
590	9.0E-3	1.5E-6	1.1E-6	2.6E-6	6.7E-7	9.0E-3
600	8.6E-3	1.4E-6	1.0E-6	2.5E-6	6.3E-7	8.6E-3
610	8.2E-3	1.3E-6	9.7E-7	2.3E-6	6.0E-7	8.2E-3
620	7.9E-3	1.2E-6	9.1E-7	2.2E-6	5.6E-7	7.8E-3
630	7.5E-3	1.1E-6	8.6E-7	2.1E-6	5.3E-7	7.5E-3
640	7.2E-3	1.1E-6	8.1E-7	2.0E-6	5.0E-7	7.2E-3
650	6.9E-3	1.0E-6	7.7E-7	1.9E-6	4.8E-7	6.8E-3
660	6.6E-3	9.7E-7	7.3E-7	1.8E-6	4.5E-7	6.5E-3
670	6.3E-3	9.1E-7	6.9E-7	1.7E-6	4.3E-7	6.2E-3
680	6.0E-3	8.6E-7	6.5E-7	1.6E-6	4.1E-7	6.0E-3
690	5.7E-3	8.2E-7	6.1E-7	1.5E-6	3.9E-7	5.7E-3
700	5.5E-3	7.7E-7	5.8E-7	1.4E-6	3.7E-7	5.5E-3
710	5.2E-3	7.3E-7	5.5E-7	1.3E-6	3.5E-7	5.2E-3
720	5.0E-3	6.9E-7	5.2E-7	1.3E-6	3.3E-7	5.0E-3
730	4.8E-3	6.6E-7	4.9E-7	1.2E-6	3.1E-7	4.8E-3
740	4.6E-3	6.2E-7	4.7E-7	1.2E-6	3.0E-7	4.6E-3
750	4.4E-3	5.9E-7	4.4E-7	1.1E-6	2.8E-7	4.4E-3
760	4.2E-3	5.6E-7	4.2E-7	1.0E-6	2.7E-7	4.2E-3
770	4.0E-3	5.3E-7	4.0E-7	9.8E-7	2.5E-7	4.0E-3
780	3.8E-3	5.0E-7	3.8E-7	9.4E-7	2.4E-7	3.8E-3
790	3.7E-3	4.8E-7	3.6E-7	8.9E-7	2.3E-7	3.6E-3
800	3.5E-3	4.5E-7	3.4E-7	8.4E-7	2.2E-7	3.5E-3
810	3.3E-3	4.3E-7	3.2E-7	8.0E-7	2.1E-7	3.3E-3
820	3.2E-3	4.1E-7	3.1E-7	7.6E-7	2.0E-7	3.2E-3
830	3.1E-3	3.9E-7	2.9E-7	7.3E-7	1.9E-7	3.0E-3
840	2.9E-3	3.7E-7	2.8E-7	6.9E-7	1.8E-7	2.9E-3
850	2.8E-3	3.5E-7	2.6E-7	6.6E-7	1.7E-7	2.8E-3
860	2.7E-3	3.3E-7	2.5E-7	6.2E-7	1.6E-7	2.7E-3
870	2.6E-3	3.2E-7	2.4E-7	5.9E-7	1.5E-7	2.5E-3
880	2.4E-3	3.0E-7	2.3E-7	5.7E-7	1.5E-7	2.4E-3
890	2.3E-3	2.9E-7	2.2E-7	5.4E-7	1.4E-7	2.3E-3
900	2.2E-3	2.7E-7	2.1E-7	5.1E-7	1.3E-7	2.2E-3
910	2.1E-3	2.6E-7	2.0E-7	4.9E-7	1.3E-7	2.1E-3
920	2.0E-3	2.5E-7	1.9E-7	4.7E-7	1.2E-7	2.0E-3
930	2.0E-3	2.4E-7	1.8E-7	4.4E-7	1.2E-7	1.9E-3
940	1.9E-3	2.3E-7	1.7E-7	4.2E-7	1.1E-7	1.9E-3
950	1.8E-3	2.1E-7	1.6E-7	4.0E-7	1.0E-7	1.8E-3
960	1.7E-3	2.0E-7	1.5E-7	3.8E-7	1.0E-7	1.7E-3
970	1.6E-3	1.9E-7	1.5E-7	3.7E-7	9.5E-8	1.6E-3
980	1.6E-3	1.9E-7	1.4E-7	3.5E-7	9.1E-8	1.6E-3
990	1.5E-3	1.8E-7	1.3E-7	3.3E-7	8.6E-8	1.5E-3
1000	1.4E-3	1.7E-7	1.3E-7	3.2E-7	8.2E-8	1.4E-3
1010	1.4E-3	1.6E-7	1.2E-7	3.0E-7	7.9E-8	1.4E-3
1020	1.3E-3	1.5E-7	1.1E-7	2.9E-7	7.5E-8	1.3E-3
1030	1.2E-3	1.5E-7	1.1E-7	2.7E-7	7.1E-8	1.2E-3
1040	1.2E-3	1.4E-7	1.0E-7	2.6E-7	6.8E-8	1.2E-3
1050	1.1E-3	1.3E-7	9.9E-8	2.5E-7	6.5E-8	1.1E-3
1060	1.1E-3	1.3E-7	9.5E-8	2.4E-7	6.2E-8	1.1E-3
1070	1.0E-3	1.2E-7	9.0E-8	2.3E-7	5.9E-8	1.0E-3
1080	1.0E-3	1.1E-7	8.6E-8	2.2E-7	5.7E-8	1.0E-3
1090	9.6E-4	1.1E-7	8.2E-8	2.1E-7	5.4E-8	9.5E-4
1095	9.3E-4	1.1E-7	8.0E-8	2.0E-7	5.3E-8	9.3E-4
1100	9.1E-4	1.0E-7	7.8E-8	2.0E-7	5.1E-8	9.1E-4
1200	5.9E-4	6.5E-8	4.9E-8	1.2E-7	3.2E-8	5.8E-4
1300	3.7E-4	4.1E-8	3.1E-8	7.8E-8	2.0E-8	3.7E-4
1400	2.4E-4	2.6E-8	1.9E-8	4.9E-8	1.3E-8	2.4E-4
1500	1.5E-4	1.6E-8	1.2E-8	3.1E-8	8.1E-9	1.5E-4
1600	9.9E-5	1.0E-8	7.7E-9	2.0E-8	5.1E-9	9.8E-5
1700	6.3E-5	6.5E-9	4.9E-9	1.2E-8	3.2E-9	6.3E-5
1800	4.1E-5	4.1E-9	3.1E-9	7.8E-9	2.0E-9	4.0E-5
1900	2.6E-5	2.6E-9	2.0E-9	4.9E-9	1.3E-9	2.6E-5
2000	1.7E-5	1.6E-9	1.2E-9	3.1E-9	8.2E-10	1.7E-5
2100	1.1E-5	1.0E-9	7.8E-10	2.0E-9	5.2E-10	1.1E-5
2200	6.9E-6	6.6E-10	4.9E-10	1.3E-9	3.3E-10	6.9E-6
2300	4.4E-6	4.2E-10	3.1E-10	7.9E-10	2.1E-10	4.4E-6
2400	2.8E-6	2.6E-10	2.0E-10	2.1E-10	1.3E-10	2.8E-6
2500	1.8E-6	1.7E-10	1.3E-10	1.3E-10	-	1.8E-6
2600	1.2E-6	1.1E-10	-	-	-	1.2E-6
2700	7.6E-7	-	-	-	-	7.5E-7
2800	4.9E-7	-	-	-	-	4.8E-7
2900	3.1E-7	-	-	-	-	3.1E-7
3000	2.0E-7	-	-	-	-	2.0E-7
3100	1.3E-7	-	-	-	-	1.3E-7
3200	8.3E-8	-	-	-	-	8.3E-8
3300	5.4E-8	-	-	-	-	5.3E-8
3400	3.4E-8	-	-	-	-	3.4E-8
3500	2.2E-8	-	-	-	-	2.2E-8
3600	1.4E-8	-	-	-	-	1.4E-8
3650	1.1E-8	-	-	-	-	1.1E-8
4000	2.5E-9	-	-	-	-	2.5E-9
