Radionuclide	Te-123
Route of Intake	Inhalation
Material	Gas or vapour Type F, Unspecified gas or vapour , fA=0.3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
1800	2.1E-3	5.5E-7	6.2E-8	2.5E-7	2.3E-7	4.3E-8	2.1E-3	1.5E-6
1900	2.1E-3	5.2E-7	6.0E-8	2.4E-7	2.2E-7	4.1E-8	2.1E-3	1.4E-6
2000	2.0E-3	5.0E-7	5.7E-8	2.3E-7	2.1E-7	4.0E-8	2.0E-3	1.3E-6
2100	2.0E-3	4.8E-7	5.5E-8	2.2E-7	2.0E-7	3.8E-8	2.0E-3	1.3E-6
2200	1.9E-3	4.6E-7	5.2E-8	2.1E-7	1.9E-7	3.6E-8	1.9E-3	1.2E-6
2300	1.9E-3	4.4E-7	5.0E-8	2.0E-7	1.9E-7	3.5E-8	1.8E-3	1.2E-6
2400	1.8E-3	4.2E-7	4.8E-8	1.9E-7	1.8E-7	3.4E-8	1.8E-3	1.1E-6
2500	1.8E-3	4.1E-7	4.6E-8	1.8E-7	1.7E-7	3.2E-8	1.8E-3	1.1E-6
2600	1.7E-3	3.9E-7	4.4E-8	1.7E-7	1.6E-7	3.1E-8	1.7E-3	1.0E-6
2700	1.7E-3	3.7E-7	4.2E-8	1.7E-7	1.6E-7	3.0E-8	1.7E-3	1.0E-6
2800	1.6E-3	3.6E-7	4.1E-8	1.6E-7	1.5E-7	2.8E-8	1.6E-3	9.6E-7
2900	1.6E-3	3.4E-7	3.9E-8	1.5E-7	1.5E-7	2.7E-8	1.6E-3	9.2E-7
3000	1.6E-3	3.3E-7	3.8E-8	1.5E-7	1.4E-7	2.6E-8	1.6E-3	8.8E-7
3100	1.5E-3	3.2E-7	3.6E-8	1.4E-7	1.3E-7	2.5E-8	1.5E-3	8.5E-7
3200	1.5E-3	3.1E-7	3.5E-8	1.4E-7	1.3E-7	2.4E-8	1.5E-3	8.1E-7
3300	1.4E-3	2.9E-7	3.3E-8	1.3E-7	1.2E-7	2.3E-8	1.4E-3	7.8E-7
3400	1.4E-3	2.8E-7	3.2E-8	1.3E-7	1.2E-7	2.2E-8	1.4E-3	7.5E-7
3500	1.4E-3	2.7E-7	3.1E-8	1.2E-7	1.1E-7	2.1E-8	1.4E-3	7.2E-7
3600	1.4E-3	2.6E-7	3.0E-8	1.2E-7	1.1E-7	2.1E-8	1.4E-3	7.0E-7
3650	1.3E-3	2.6E-7	2.9E-8	1.1E-7	1.1E-7	2.0E-8	1.3E-3	6.8E-7
4000	1.2E-3	2.2E-7	2.5E-8	1.0E-7	9.5E-8	1.8E-8	1.2E-3	6.0E-7
5000	1.0E-3	1.6E-7	1.8E-8	7.1E-8	6.7E-8	1.2E-8	1.0E-3	4.2E-7
6000	8.9E-4	1.1E-7	1.3E-8	5.2E-8	4.9E-8	9.1E-9	8.9E-4	3.1E-7
7000	7.8E-4	8.8E-8	9.9E-9	3.9E-8	3.7E-8	6.9E-9	7.8E-4	2.3E-7
8000	6.9E-4	6.9E-8	7.9E-9	3.1E-8	2.9E-8	5.5E-9	6.9E-4	1.9E-7
9000	6.2E-4	5.7E-8	6.5E-9	2.6E-8	2.4E-8	4.5E-9	6.2E-4	1.5E-7
10000	5.6E-4	4.8E-8	5.5E-9	2.2E-8	2.0E-8	3.8E-9	5.6E-4	1.3E-7
11000	5.1E-4	4.2E-8	4.8E-9	1.9E-8	1.8E-8	3.3E-9	5.1E-4	1.1E-7
12000	4.7E-4	3.7E-8	4.2E-9	1.7E-8	1.6E-8	2.9E-9	4.7E-4	9.9E-8
13000	4.3E-4	3.3E-8	3.8E-9	1.5E-8	1.4E-8	2.6E-9	4.3E-4	8.8E-8
14000	3.9E-4	3.0E-8	3.4E-9	1.3E-8	1.3E-8	2.4E-9	3.9E-4	8.0E-8
15000	3.6E-4	2.7E-8	3.1E-9	1.2E-8	1.2E-8	2.2E-9	3.6E-4	7.3E-8
16000	3.3E-4	2.5E-8	2.8E-9	1.1E-8	1.1E-8	2.0E-9	3.3E-4	6.6E-8
17000	3.1E-4	2.3E-8	2.6E-9	1.0E-8	9.7E-9	1.8E-9	3.1E-4	6.1E-8
18000	2.8E-4	2.1E-8	2.4E-9	9.4E-9	8.9E-9	1.7E-9	2.8E-4	5.6E-8
18250	2.8E-4	2.1E-8	2.3E-9	9.2E-9	8.7E-9	1.6E-9	2.8E-4	5.5E-8
