Radionuclide	Pt-195m
Route of Intake	Inhalation
Material	Aerosols Type M, fA=2E-3
AMTD/AMAD, µm	5

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
4.5	3.2E-2	-	-	6.5E-3	2.1E-2	4.4E-4	1.1E-3
4.75	2.9E-2	-	-	4.5E-3	2.0E-2	4.2E-4	1.0E-3
5	2.7E-2	2.6E-4	8.4E-3	3.2E-3	1.9E-2	4.0E-4	9.5E-4
5.5	2.3E-2	-	-	1.7E-3	1.7E-2	3.6E-4	8.5E-4
6	2.0E-2	2.0E-4	2.0E-3	1.0E-3	1.6E-2	3.3E-4	7.6E-4
6.5	1.8E-2	-	-	6.6E-4	1.4E-2	3.0E-4	6.7E-4
7	1.6E-2	1.6E-4	5.5E-4	4.7E-4	1.3E-2	2.7E-4	6.0E-4
7.5	1.5E-2	-	-	3.7E-4	1.2E-2	2.5E-4	5.4E-4
8	1.3E-2	1.2E-4	2.3E-4	3.0E-4	1.1E-2	2.2E-4	4.8E-4
8.5	1.2E-2	-	-	2.5E-4	9.7E-3	2.0E-4	4.3E-4
9	1.1E-2	9.6E-5	1.4E-4	2.1E-4	8.9E-3	1.8E-4	3.8E-4
9.5	1.0E-2	-	-	1.8E-4	8.1E-3	1.7E-4	3.4E-4
10	9.1E-3	7.6E-5	9.5E-5	1.6E-4	7.4E-3	1.5E-4	3.0E-4
11	7.5E-3	6.1E-5	6.9E-5	1.2E-4	6.1E-3	1.3E-4	2.4E-4
12	6.2E-3	4.8E-5	5.0E-5	8.7E-5	5.1E-3	1.0E-4	2.0E-4
13	5.2E-3	3.9E-5	3.7E-5	6.6E-5	4.2E-3	8.6E-5	1.6E-4
14	4.3E-3	3.1E-5	2.8E-5	5.0E-5	3.5E-3	7.1E-5	1.3E-4
15	3.6E-3	2.5E-5	2.1E-5	3.9E-5	3.0E-3	5.9E-5	1.0E-4
16	3.0E-3	2.0E-5	1.6E-5	3.0E-5	2.5E-3	4.9E-5	8.2E-5
17	2.5E-3	1.6E-5	1.2E-5	2.4E-5	2.1E-3	4.0E-5	6.7E-5
18	2.1E-3	1.3E-5	9.2E-6	1.9E-5	1.7E-3	3.3E-5	5.4E-5
19	1.7E-3	1.1E-5	7.2E-6	1.5E-5	1.4E-3	2.8E-5	4.4E-5
20	1.4E-3	8.8E-6	5.6E-6	1.2E-5	1.2E-3	2.3E-5	3.6E-5
21	1.2E-3	7.1E-6	4.4E-6	9.4E-6	1.0E-3	1.9E-5	2.9E-5
22	9.9E-4	5.8E-6	3.5E-6	7.6E-6	8.3E-4	1.6E-5	2.4E-5
23	8.3E-4	4.7E-6	2.8E-6	6.1E-6	7.0E-4	1.3E-5	2.0E-5
24	6.9E-4	3.9E-6	2.2E-6	5.0E-6	5.8E-4	1.1E-5	1.6E-5
25	5.7E-4	3.2E-6	1.8E-6	4.1E-6	4.9E-4	9.3E-6	1.3E-5
26	4.8E-4	2.6E-6	1.5E-6	3.3E-6	4.1E-4	7.8E-6	1.1E-5
27	4.0E-4	2.1E-6	1.2E-6	2.7E-6	3.4E-4	6.5E-6	8.9E-6
28	3.3E-4	1.7E-6	9.7E-7	2.2E-6	2.8E-4	5.4E-6	7.4E-6
29	2.8E-4	1.4E-6	7.9E-7	1.8E-6	2.4E-4	4.5E-6	6.1E-6
30	2.3E-4	1.2E-6	6.5E-7	1.5E-6	2.0E-4	3.8E-6	5.0E-6
31	1.9E-4	9.6E-7	5.3E-7	1.3E-6	1.7E-4	3.2E-6	4.2E-6
32	1.6E-4	7.9E-7	4.4E-7	1.0E-6	1.4E-4	2.7E-6	3.4E-6
33	1.4E-4	6.5E-7	3.6E-7	8.6E-7	1.2E-4	2.2E-6	2.9E-6
34	1.1E-4	5.4E-7	3.0E-7	7.2E-7	9.7E-5	1.9E-6	2.4E-6
35	9.5E-5	4.4E-7	2.5E-7	5.9E-7	8.1E-5	1.6E-6	2.0E-6
36	7.9E-5	3.7E-7	2.1E-7	4.9E-7	6.8E-5	1.3E-6	1.6E-6
37	6.6E-5	3.0E-7	1.7E-7	4.1E-7	5.6E-5	1.1E-6	1.4E-6
38	5.5E-5	2.5E-7	1.4E-7	3.4E-7	4.7E-5	9.3E-7	1.1E-6
39	4.6E-5	2.1E-7	1.2E-7	2.8E-7	3.9E-5	7.8E-7	9.4E-7
40	3.9E-5	1.7E-7	9.7E-8	2.4E-7	3.3E-5	6.5E-7	7.8E-7
41	3.2E-5	1.4E-7	8.1E-8	2.0E-7	2.8E-5	5.5E-7	6.5E-7
42	2.7E-5	1.2E-7	6.7E-8	1.6E-7	2.3E-5	4.6E-7	5.5E-7
43	2.3E-5	9.7E-8	5.6E-8	1.4E-7	1.9E-5	3.9E-7	4.6E-7
44	1.9E-5	8.1E-8	4.6E-8	1.1E-7	1.6E-5	3.3E-7	3.8E-7
45	1.6E-5	6.7E-8	3.9E-8	9.5E-8	1.3E-5	2.7E-7	3.2E-7
46	1.3E-5	5.6E-8	3.2E-8	7.9E-8	1.1E-5	2.3E-7	2.6E-7
47	1.1E-5	4.6E-8	2.7E-8	6.6E-8	9.4E-6	1.9E-7	2.2E-7
48	9.2E-6	3.8E-8	2.2E-8	5.5E-8	7.9E-6	1.6E-7	1.9E-7
49	7.7E-6	3.2E-8	1.9E-8	4.6E-8	6.6E-6	1.4E-7	1.5E-7
50	6.4E-6	2.7E-8	1.6E-8	3.8E-8	5.5E-6	1.2E-7	1.3E-7
51	5.4E-6	2.2E-8	1.3E-8	3.2E-8	4.6E-6	9.8E-8	1.1E-7
52	4.5E-6	1.8E-8	1.1E-8	2.7E-8	3.8E-6	8.2E-8	9.1E-8
53	3.8E-6	1.5E-8	9.0E-9	2.2E-8	3.2E-6	6.9E-8	7.6E-8
54	3.2E-6	1.3E-8	7.5E-9	1.9E-8	2.7E-6	5.8E-8	6.3E-8
55	2.6E-6	1.1E-8	6.2E-9	1.6E-8	2.2E-6	4.9E-8	5.3E-8
56	2.2E-6	8.8E-9	5.2E-9	1.3E-8	1.9E-6	4.1E-8	4.5E-8
57	1.8E-6	7.3E-9	4.3E-9	1.1E-8	1.6E-6	3.5E-8	3.7E-8
58	1.5E-6	6.1E-9	3.6E-9	9.1E-9	1.3E-6	2.9E-8	3.1E-8
59	1.3E-6	5.1E-9	3.0E-9	7.6E-9	1.1E-6	2.5E-8	2.6E-8
60	1.1E-6	4.2E-9	2.5E-9	6.4E-9	9.1E-7	2.1E-8	2.2E-8
61	9.0E-7	3.5E-9	2.1E-9	5.3E-9	7.6E-7	1.8E-8	1.8E-8
62	7.5E-7	2.9E-9	1.8E-9	4.5E-9	6.4E-7	1.5E-8	1.5E-8
63	6.3E-7	2.5E-9	1.5E-9	3.7E-9	5.3E-7	1.3E-8	1.3E-8
64	5.3E-7	2.0E-9	1.2E-9	3.1E-9	4.5E-7	1.1E-8	1.1E-8
65	4.4E-7	1.7E-9	1.0E-9	2.6E-9	3.7E-7	8.9E-9	9.1E-9
66	3.7E-7	1.4E-9	8.5E-10	2.2E-9	3.1E-7	7.5E-9	7.6E-9
67	3.1E-7	1.2E-9	7.1E-10	1.8E-9	2.6E-7	6.3E-9	6.4E-9
68	2.6E-7	9.9E-10	5.9E-10	1.5E-9	2.2E-7	5.3E-9	5.4E-9
69	2.2E-7	8.3E-10	4.9E-10	1.3E-9	1.8E-7	4.5E-9	4.5E-9
70	1.8E-7	6.9E-10	4.1E-10	1.1E-9	1.5E-7	3.8E-9	3.8E-9
71	1.5E-7	5.8E-10	3.4E-10	8.9E-10	1.3E-7	3.2E-9	3.2E-9
72	1.3E-7	4.8E-10	2.9E-10	7.5E-10	1.1E-7	2.7E-9	2.7E-9
73	1.1E-7	4.0E-10	2.4E-10	6.2E-10	8.9E-8	2.3E-9	2.2E-9
74	8.9E-8	3.3E-10	2.0E-10	5.2E-10	7.4E-8	1.9E-9	1.9E-9
75	7.4E-8	2.8E-10	1.7E-10	4.4E-10	6.2E-8	1.6E-9	1.6E-9
76	6.2E-8	2.3E-10	1.4E-10	3.7E-10	5.2E-8	1.4E-9	1.3E-9
77	5.2E-8	1.9E-10	1.2E-10	3.1E-10	4.3E-8	1.1E-9	1.1E-9
78	4.3E-8	1.6E-10	-	2.6E-10	3.6E-8	9.7E-10	9.3E-10
79	3.6E-8	1.4E-10	-	2.1E-10	3.0E-8	8.2E-10	7.8E-10
80	3.0E-8	1.1E-10	-	1.8E-10	2.5E-8	6.9E-10	6.5E-10
81	2.5E-8	-	-	1.5E-10	2.1E-8	5.8E-10	5.5E-10
82	2.1E-8	-	-	1.3E-10	1.8E-8	4.9E-10	4.6E-10
83	1.8E-8	-	-	1.0E-10	1.5E-8	4.1E-10	3.9E-10
84	1.5E-8	-	-	-	1.2E-8	3.5E-10	3.3E-10
85	1.2E-8	-	-	-	1.0E-8	2.9E-10	2.7E-10
86	1.0E-8	-	-	-	8.6E-9	2.5E-10	2.3E-10
87	8.7E-9	-	-	-	7.2E-9	2.1E-10	1.9E-10
88	7.3E-9	-	-	-	6.0E-9	1.8E-10	1.6E-10
89	6.1E-9	-	-	-	5.0E-9	1.5E-10	1.4E-10
90	5.1E-9	-	-	-	4.2E-9	1.3E-10	1.1E-10
91	4.3E-9	-	-	-	3.5E-9	1.1E-10	-
92	3.6E-9	-	-	-	2.9E-9	-	-
93	3.0E-9	-	-	-	2.5E-9	-	-
94	2.5E-9	-	-	-	2.1E-9	-	-
95	2.1E-9	-	-	-	1.7E-9	-	-
96	1.8E-9	-	-	-	1.4E-9	-	-
97	1.5E-9	-	-	-	1.2E-9	-	-
98	1.2E-9	-	-	-	1.0E-9	-	-
99	1.0E-9	-	-	-	8.4E-10	-	-
100	8.6E-10	-	-	-	7.0E-10	-	-
110	1.4E-10	-	-	-	1.2E-10	-	-
