Radionuclide	Bk-249
Route of Intake	Injection
Material	Injection, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
5	8.5E-1	5.8E-3	6.8E-3	1.3E-2	3.7E-1	2.8E-1
5.5	8.5E-1	-	-	1.1E-2	3.8E-1	2.8E-1
6	8.4E-1	4.0E-3	4.2E-3	9.0E-3	3.8E-1	2.9E-1
6.5	8.4E-1	-	-	7.6E-3	3.8E-1	2.9E-1
7	8.4E-1	2.9E-3	2.7E-3	6.6E-3	3.8E-1	2.9E-1
7.5	8.3E-1	-	-	5.8E-3	3.9E-1	2.9E-1
8	8.3E-1	2.2E-3	1.7E-3	5.1E-3	3.9E-1	2.9E-1
8.5	8.3E-1	-	-	4.6E-3	3.9E-1	2.9E-1
9	8.3E-1	1.7E-3	1.1E-3	4.2E-3	3.9E-1	2.9E-1
9.5	8.2E-1	-	-	3.9E-3	3.9E-1	2.9E-1
10	8.2E-1	1.4E-3	7.5E-4	3.6E-3	3.9E-1	2.9E-1
11	8.2E-1	1.1E-3	5.3E-4	3.3E-3	3.9E-1	2.9E-1
12	8.1E-1	9.7E-4	3.9E-4	3.1E-3	3.9E-1	2.9E-1
13	8.1E-1	8.5E-4	3.1E-4	2.9E-3	3.9E-1	2.9E-1
14	8.1E-1	7.5E-4	2.6E-4	2.8E-3	3.9E-1	2.9E-1
15	8.1E-1	6.7E-4	2.3E-4	2.8E-3	3.9E-1	2.9E-1
16	8.0E-1	6.1E-4	2.1E-4	2.7E-3	3.9E-1	2.9E-1
17	8.0E-1	5.5E-4	1.9E-4	2.7E-3	3.9E-1	2.9E-1
18	8.0E-1	5.0E-4	1.8E-4	2.7E-3	3.9E-1	2.9E-1
19	8.0E-1	4.6E-4	1.8E-4	2.6E-3	3.9E-1	2.9E-1
20	7.9E-1	4.2E-4	1.7E-4	2.6E-3	3.9E-1	2.9E-1
21	7.9E-1	3.9E-4	1.7E-4	2.6E-3	3.9E-1	2.9E-1
22	7.9E-1	3.6E-4	1.6E-4	2.6E-3	3.9E-1	2.9E-1
23	7.9E-1	3.4E-4	1.6E-4	2.5E-3	3.9E-1	2.9E-1
24	7.9E-1	3.1E-4	1.6E-4	2.5E-3	3.9E-1	2.8E-1
25	7.8E-1	2.9E-4	1.6E-4	2.5E-3	3.8E-1	2.8E-1
26	7.8E-1	2.7E-4	1.5E-4	2.5E-3	3.8E-1	2.8E-1
27	7.8E-1	2.5E-4	1.5E-4	2.5E-3	3.8E-1	2.8E-1
28	7.8E-1	2.4E-4	1.5E-4	2.4E-3	3.8E-1	2.8E-1
29	7.8E-1	2.2E-4	1.5E-4	2.4E-3	3.8E-1	2.8E-1
30	7.7E-1	2.1E-4	1.4E-4	2.4E-3	3.8E-1	2.8E-1
31	7.7E-1	2.0E-4	1.4E-4	2.4E-3	3.8E-1	2.8E-1
32	7.7E-1	1.9E-4	1.4E-4	2.4E-3	3.8E-1	2.8E-1
33	7.7E-1	1.8E-4	1.4E-4	2.4E-3	3.8E-1	2.8E-1
34	7.7E-1	1.7E-4	1.4E-4	2.3E-3	3.8E-1	2.8E-1
35	7.6E-1	1.6E-4	1.3E-4	2.3E-3	3.8E-1	2.8E-1
36	7.6E-1	1.6E-4	1.3E-4	2.3E-3	3.8E-1	2.8E-1
37	7.6E-1	1.5E-4	1.3E-4	2.3E-3	3.8E-1	2.8E-1
38	7.6E-1	1.4E-4	1.3E-4	2.3E-3	3.8E-1	2.7E-1
39	7.6E-1	1.4E-4	1.3E-4	2.3E-3	3.8E-1	2.7E-1
40	7.5E-1	1.3E-4	1.2E-4	2.3E-3	3.8E-1	2.7E-1
41	7.5E-1	1.3E-4	1.2E-4	2.2E-3	3.8E-1	2.7E-1
42	7.5E-1	1.3E-4	1.2E-4	2.2E-3	3.8E-1	2.7E-1
43	7.5E-1	1.2E-4	1.2E-4	2.2E-3	3.8E-1	2.7E-1
44	7.5E-1	1.2E-4	1.2E-4	2.2E-3	3.8E-1	2.7E-1
45	7.5E-1	1.2E-4	1.2E-4	2.2E-3	3.8E-1	2.7E-1
46	7.4E-1	1.1E-4	1.2E-4	2.2E-3	3.7E-1	2.7E-1
47	7.4E-1	1.1E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
48	7.4E-1	1.1E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
49	7.4E-1	1.1E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
50	7.4E-1	1.1E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
51	7.4E-1	1.1E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
52	7.3E-1	1.0E-4	1.1E-4	2.1E-3	3.7E-1	2.7E-1
53	7.3E-1	1.0E-4	1.1E-4	2.1E-3	3.7E-1	2.6E-1
54	7.3E-1	1.0E-4	1.0E-4	2.0E-3	3.7E-1	2.6E-1
55	7.3E-1	1.0E-4	1.0E-4	2.0E-3	3.7E-1	2.6E-1
56	7.3E-1	9.9E-5	1.0E-4	2.0E-3	3.7E-1	2.6E-1
57	7.2E-1	9.8E-5	1.0E-4	2.0E-3	3.7E-1	2.6E-1
58	7.2E-1	9.7E-5	9.9E-5	2.0E-3	3.7E-1	2.6E-1
59	7.2E-1	9.7E-5	9.8E-5	2.0E-3	3.7E-1	2.6E-1
60	7.2E-1	9.6E-5	9.7E-5	2.0E-3	3.7E-1	2.6E-1
61	7.2E-1	9.5E-5	9.6E-5	2.0E-3	3.7E-1	2.6E-1
62	7.2E-1	9.5E-5	9.5E-5	1.9E-3	3.7E-1	2.6E-1
63	7.1E-1	9.4E-5	9.4E-5	1.9E-3	3.7E-1	2.6E-1
64	7.1E-1	9.3E-5	9.3E-5	1.9E-3	3.7E-1	2.6E-1
65	7.1E-1	9.3E-5	9.2E-5	1.9E-3	3.7E-1	2.6E-1
66	7.1E-1	9.2E-5	9.1E-5	1.9E-3	3.6E-1	2.6E-1
67	7.1E-1	9.2E-5	9.0E-5	1.9E-3	3.6E-1	2.5E-1
68	7.1E-1	9.2E-5	8.9E-5	1.9E-3	3.6E-1	2.5E-1
69	7.0E-1	9.1E-5	8.8E-5	1.9E-3	3.6E-1	2.5E-1
70	7.0E-1	9.1E-5	8.7E-5	1.8E-3	3.6E-1	2.5E-1
71	7.0E-1	9.1E-5	8.6E-5	1.8E-3	3.6E-1	2.5E-1
72	7.0E-1	9.0E-5	8.5E-5	1.8E-3	3.6E-1	2.5E-1
73	7.0E-1	9.0E-5	8.4E-5	1.8E-3	3.6E-1	2.5E-1
74	7.0E-1	9.0E-5	8.4E-5	1.8E-3	3.6E-1	2.5E-1
75	6.9E-1	8.9E-5	8.3E-5	1.8E-3	3.6E-1	2.5E-1
76	6.9E-1	8.9E-5	8.2E-5	1.8E-3	3.6E-1	2.5E-1
77	6.9E-1	8.9E-5	8.1E-5	1.8E-3	3.6E-1	2.5E-1
78	6.9E-1	8.8E-5	8.0E-5	1.8E-3	3.6E-1	2.5E-1
79	6.9E-1	8.8E-5	8.0E-5	1.7E-3	3.6E-1	2.5E-1
80	6.9E-1	8.8E-5	7.9E-5	1.7E-3	3.6E-1	2.5E-1
81	6.8E-1	8.8E-5	7.8E-5	1.7E-3	3.6E-1	2.5E-1
82	6.8E-1	8.7E-5	7.7E-5	1.7E-3	3.6E-1	2.4E-1
83	6.8E-1	8.7E-5	7.7E-5	1.7E-3	3.6E-1	2.4E-1
84	6.8E-1	8.7E-5	7.6E-5	1.7E-3	3.6E-1	2.4E-1
85	6.8E-1	8.7E-5	7.5E-5	1.7E-3	3.6E-1	2.4E-1
86	6.8E-1	8.6E-5	7.5E-5	1.7E-3	3.6E-1	2.4E-1
87	6.8E-1	8.6E-5	7.4E-5	1.7E-3	3.5E-1	2.4E-1
88	6.7E-1	8.6E-5	7.3E-5	1.7E-3	3.5E-1	2.4E-1
89	6.7E-1	8.6E-5	7.3E-5	1.6E-3	3.5E-1	2.4E-1
90	6.7E-1	8.5E-5	7.2E-5	1.6E-3	3.5E-1	2.4E-1
91	6.7E-1	8.5E-5	7.1E-5	1.6E-3	3.5E-1	2.4E-1
92	6.7E-1	8.5E-5	7.1E-5	1.6E-3	3.5E-1	2.4E-1
93	6.7E-1	8.5E-5	7.0E-5	1.6E-3	3.5E-1	2.4E-1
94	6.6E-1	8.4E-5	7.0E-5	1.6E-3	3.5E-1	2.4E-1
95	6.6E-1	8.4E-5	6.9E-5	1.6E-3	3.5E-1	2.4E-1
96	6.6E-1	8.4E-5	6.8E-5	1.6E-3	3.5E-1	2.4E-1
97	6.6E-1	8.4E-5	6.8E-5	1.6E-3	3.5E-1	2.3E-1
98	6.6E-1	8.3E-5	6.7E-5	1.6E-3	3.5E-1	2.3E-1
99	6.6E-1	8.3E-5	6.7E-5	1.6E-3	3.5E-1	2.3E-1
100	6.6E-1	8.3E-5	6.6E-5	1.5E-3	3.5E-1	2.3E-1
110	6.4E-1	8.1E-5	6.1E-5	1.5E-3	3.4E-1	2.3E-1
120	6.3E-1	7.8E-5	5.7E-5	1.4E-3	3.4E-1	2.2E-1
130	6.1E-1	7.6E-5	5.4E-5	1.3E-3	3.3E-1	2.1E-1
140	6.0E-1	7.3E-5	5.1E-5	1.2E-3	3.3E-1	2.1E-1
150	5.8E-1	7.1E-5	4.8E-5	1.2E-3	3.2E-1	2.0E-1
160	5.7E-1	6.8E-5	4.6E-5	1.1E-3	3.2E-1	2.0E-1
170	5.6E-1	6.6E-5	4.3E-5	1.1E-3	3.1E-1	1.9E-1
180	5.4E-1	6.4E-5	4.1E-5	1.0E-3	3.1E-1	1.8E-1
190	5.3E-1	6.1E-5	4.0E-5	9.8E-4	3.1E-1	1.8E-1
200	5.2E-1	5.9E-5	3.8E-5	9.3E-4	3.0E-1	1.7E-1
210	5.1E-1	5.7E-5	3.6E-5	8.9E-4	3.0E-1	1.7E-1
220	5.0E-1	5.5E-5	3.5E-5	8.5E-4	2.9E-1	1.6E-1
230	4.9E-1	5.3E-5	3.4E-5	8.2E-4	2.9E-1	1.6E-1
240	4.7E-1	5.1E-5	3.2E-5	7.9E-4	2.8E-1	1.5E-1
250	4.6E-1	5.0E-5	3.1E-5	7.5E-4	2.8E-1	1.5E-1
260	4.5E-1	4.8E-5	3.0E-5	7.3E-4	2.7E-1	1.4E-1
270	4.4E-1	4.6E-5	2.9E-5	7.0E-4	2.7E-1	1.4E-1
280	4.3E-1	4.5E-5	2.8E-5	6.7E-4	2.6E-1	1.4E-1
290	4.2E-1	4.3E-5	2.7E-5	6.5E-4	2.6E-1	1.3E-1
300	4.1E-1	4.2E-5	2.6E-5	6.2E-4	2.5E-1	1.3E-1
310	4.1E-1	4.1E-5	2.5E-5	6.0E-4	2.5E-1	1.2E-1
320	4.0E-1	3.9E-5	2.4E-5	5.8E-4	2.5E-1	1.2E-1
330	3.9E-1	3.8E-5	2.4E-5	5.6E-4	2.4E-1	1.2E-1
340	3.8E-1	3.7E-5	2.3E-5	5.4E-4	2.4E-1	1.1E-1
350	3.7E-1	3.6E-5	2.2E-5	5.3E-4	2.3E-1	1.1E-1
360	3.6E-1	3.4E-5	2.1E-5	5.1E-4	2.3E-1	1.1E-1
365	3.6E-1	3.4E-5	2.1E-5	5.0E-4	2.3E-1	1.0E-1
370	3.5E-1	3.3E-5	2.1E-5	4.9E-4	2.2E-1	1.0E-1
380	3.5E-1	3.2E-5	2.0E-5	4.8E-4	2.2E-1	1.0E-1
390	3.4E-1	3.1E-5	1.9E-5	4.6E-4	2.2E-1	9.7E-2
400	3.3E-1	3.0E-5	1.9E-5	4.5E-4	2.1E-1	9.4E-2
410	3.2E-1	2.9E-5	1.8E-5	4.4E-4	2.1E-1	9.1E-2
420	3.2E-1	2.9E-5	1.8E-5	4.2E-4	2.0E-1	8.9E-2
430	3.1E-1	2.8E-5	1.7E-5	4.1E-4	2.0E-1	8.6E-2
440	3.0E-1	2.7E-5	1.7E-5	4.0E-4	2.0E-1	8.3E-2
450	3.0E-1	2.6E-5	1.6E-5	3.9E-4	1.9E-1	8.1E-2
460	2.9E-1	2.5E-5	1.6E-5	3.8E-4	1.9E-1	7.8E-2
470	2.8E-1	2.4E-5	1.5E-5	3.7E-4	1.9E-1	7.6E-2
480	2.8E-1	2.4E-5	1.5E-5	3.6E-4	1.8E-1	7.4E-2
490	2.7E-1	2.3E-5	1.4E-5	3.5E-4	1.8E-1	7.1E-2
500	2.6E-1	2.2E-5	1.4E-5	3.4E-4	1.8E-1	6.9E-2
510	2.6E-1	2.2E-5	1.3E-5	3.3E-4	1.7E-1	6.7E-2
520	2.5E-1	2.1E-5	1.3E-5	3.2E-4	1.7E-1	6.5E-2
530	2.5E-1	2.0E-5	1.3E-5	3.2E-4	1.7E-1	6.3E-2
540	2.4E-1	2.0E-5	1.2E-5	3.1E-4	1.6E-1	6.1E-2
550	2.4E-1	1.9E-5	1.2E-5	3.0E-4	1.6E-1	5.9E-2
560	2.3E-1	1.9E-5	1.2E-5	2.9E-4	1.6E-1	5.8E-2
570	2.3E-1	1.8E-5	1.1E-5	2.9E-4	1.5E-1	5.6E-2
580	2.2E-1	1.8E-5	1.1E-5	2.8E-4	1.5E-1	5.4E-2
590	2.2E-1	1.7E-5	1.1E-5	2.7E-4	1.5E-1	5.3E-2
600	2.1E-1	1.7E-5	1.0E-5	2.7E-4	1.5E-1	5.1E-2
610	2.1E-1	1.6E-5	1.0E-5	2.6E-4	1.4E-1	4.9E-2
620	2.0E-1	1.6E-5	9.8E-6	2.5E-4	1.4E-1	4.8E-2
630	2.0E-1	1.5E-5	9.5E-6	2.5E-4	1.4E-1	4.7E-2
640	1.9E-1	1.5E-5	9.2E-6	2.4E-4	1.3E-1	4.5E-2
650	1.9E-1	1.4E-5	9.0E-6	2.4E-4	1.3E-1	4.4E-2
660	1.8E-1	1.4E-5	8.7E-6	2.3E-4	1.3E-1	4.2E-2
670	1.8E-1	1.4E-5	8.5E-6	2.3E-4	1.3E-1	4.1E-2
680	1.8E-1	1.3E-5	8.2E-6	2.2E-4	1.2E-1	4.0E-2
690	1.7E-1	1.3E-5	8.0E-6	2.2E-4	1.2E-1	3.9E-2
700	1.7E-1	1.3E-5	7.8E-6	2.1E-4	1.2E-1	3.8E-2
710	1.7E-1	1.2E-5	7.6E-6	2.1E-4	1.2E-1	3.6E-2
720	1.6E-1	1.2E-5	7.4E-6	2.0E-4	1.2E-1	3.5E-2
730	1.6E-1	1.2E-5	7.1E-6	2.0E-4	1.1E-1	3.4E-2
740	1.5E-1	1.1E-5	7.0E-6	1.9E-4	1.1E-1	3.3E-2
750	1.5E-1	1.1E-5	6.8E-6	1.9E-4	1.1E-1	3.2E-2
760	1.5E-1	1.1E-5	6.6E-6	1.9E-4	1.1E-1	3.1E-2
770	1.4E-1	1.0E-5	6.4E-6	1.8E-4	1.0E-1	3.0E-2
780	1.4E-1	1.0E-5	6.2E-6	1.8E-4	1.0E-1	3.0E-2
790	1.4E-1	9.8E-6	6.1E-6	1.7E-4	1.0E-1	2.9E-2
800	1.4E-1	9.5E-6	5.9E-6	1.7E-4	9.8E-2	2.8E-2
810	1.3E-1	9.3E-6	5.7E-6	1.7E-4	9.6E-2	2.7E-2
820	1.3E-1	9.0E-6	5.6E-6	1.6E-4	9.4E-2	2.6E-2
830	1.3E-1	8.8E-6	5.4E-6	1.6E-4	9.2E-2	2.5E-2
840	1.2E-1	8.5E-6	5.3E-6	1.6E-4	9.1E-2	2.5E-2
850	1.2E-1	8.3E-6	5.1E-6	1.5E-4	8.9E-2	2.4E-2
860	1.2E-1	8.1E-6	5.0E-6	1.5E-4	8.7E-2	2.3E-2
870	1.2E-1	7.9E-6	4.9E-6	1.5E-4	8.5E-2	2.3E-2
880	1.1E-1	7.6E-6	4.7E-6	1.4E-4	8.4E-2	2.2E-2
890	1.1E-1	7.4E-6	4.6E-6	1.4E-4	8.2E-2	2.1E-2
900	1.1E-1	7.2E-6	4.5E-6	1.4E-4	8.0E-2	2.1E-2
910	1.1E-1	7.1E-6	4.4E-6	1.3E-4	7.9E-2	2.0E-2
920	1.0E-1	6.9E-6	4.2E-6	1.3E-4	7.7E-2	1.9E-2
930	1.0E-1	6.7E-6	4.1E-6	1.3E-4	7.6E-2	1.9E-2
940	1.0E-1	6.5E-6	4.0E-6	1.3E-4	7.4E-2	1.8E-2
950	9.7E-2	6.3E-6	3.9E-6	1.2E-4	7.3E-2	1.8E-2
960	9.5E-2	6.2E-6	3.8E-6	1.2E-4	7.1E-2	1.7E-2
970	9.3E-2	6.0E-6	3.7E-6	1.2E-4	7.0E-2	1.7E-2
980	9.1E-2	5.8E-6	3.6E-6	1.2E-4	6.8E-2	1.6E-2
990	8.9E-2	5.7E-6	3.5E-6	1.1E-4	6.7E-2	1.6E-2
1000	8.7E-2	5.5E-6	3.4E-6	1.1E-4	6.6E-2	1.5E-2
1010	8.5E-2	5.4E-6	3.3E-6	1.1E-4	6.4E-2	1.5E-2
1020	8.3E-2	5.2E-6	3.2E-6	1.1E-4	6.3E-2	1.4E-2
1030	8.2E-2	5.1E-6	3.2E-6	1.0E-4	6.2E-2	1.4E-2
1040	8.0E-2	5.0E-6	3.1E-6	1.0E-4	6.0E-2	1.4E-2
1050	7.8E-2	4.8E-6	3.0E-6	1.0E-4	5.9E-2	1.3E-2
1060	7.6E-2	4.7E-6	2.9E-6	9.8E-5	5.8E-2	1.3E-2
1070	7.5E-2	4.6E-6	2.8E-6	9.6E-5	5.7E-2	1.2E-2
1080	7.3E-2	4.5E-6	2.8E-6	9.4E-5	5.6E-2	1.2E-2
1090	7.2E-2	4.4E-6	2.7E-6	9.2E-5	5.5E-2	1.2E-2
1095	7.1E-2	4.3E-6	2.7E-6	9.1E-5	5.4E-2	1.2E-2
1100	7.0E-2	4.2E-6	2.6E-6	9.0E-5	5.3E-2	1.1E-2
1200	5.6E-2	3.3E-6	2.0E-6	7.3E-5	4.3E-2	8.5E-3
1300	4.5E-2	2.5E-6	1.6E-6	6.0E-5	3.5E-2	6.4E-3
1400	3.6E-2	1.9E-6	1.2E-6	4.9E-5	2.9E-2	4.8E-3
1500	2.9E-2	1.5E-6	9.3E-7	4.0E-5	2.3E-2	3.6E-3
1600	2.3E-2	1.2E-6	7.2E-7	3.2E-5	1.9E-2	2.7E-3
1700	1.9E-2	9.1E-7	5.6E-7	2.6E-5	1.5E-2	2.1E-3
1800	1.5E-2	7.1E-7	4.4E-7	2.1E-5	1.2E-2	1.6E-3
1900	1.2E-2	5.6E-7	3.4E-7	1.7E-5	1.0E-2	1.2E-3
2000	9.8E-3	4.4E-7	2.7E-7	1.4E-5	8.1E-3	9.3E-4
2100	7.9E-3	3.4E-7	2.1E-7	1.2E-5	6.5E-3	7.1E-4
2200	6.3E-3	2.7E-7	1.7E-7	9.4E-6	5.3E-3	5.5E-4
2300	5.1E-3	2.1E-7	1.3E-7	7.7E-6	4.3E-3	4.3E-4
2400	4.1E-3	1.7E-7	1.0E-7	6.2E-6	3.4E-3	3.3E-4
2500	3.3E-3	1.3E-7	8.1E-8	5.1E-6	2.8E-3	2.6E-4
2600	2.7E-3	1.0E-7	6.4E-8	4.1E-6	2.2E-3	2.0E-4
2700	2.2E-3	8.2E-8	5.1E-8	3.4E-6	1.8E-3	1.6E-4
2800	1.7E-3	6.5E-8	4.0E-8	2.7E-6	1.5E-3	1.2E-4
2900	1.4E-3	5.1E-8	3.2E-8	2.2E-6	1.2E-3	9.5E-5
3000	1.1E-3	4.1E-8	2.5E-8	1.8E-6	9.5E-4	7.4E-5
3100	9.1E-4	3.2E-8	2.0E-8	1.5E-6	7.7E-4	5.8E-5
3200	7.3E-4	2.6E-8	1.6E-8	1.2E-6	6.2E-4	4.6E-5
3300	5.9E-4	2.0E-8	1.3E-8	9.8E-7	5.0E-4	3.6E-5
3400	4.7E-4	1.6E-8	1.0E-8	8.0E-7	4.0E-4	2.9E-5
3500	3.8E-4	1.3E-8	7.9E-9	6.5E-7	3.2E-4	2.3E-5
3600	3.1E-4	1.0E-8	6.3E-9	5.3E-7	2.6E-4	1.8E-5
3650	2.8E-4	9.1E-9	5.6E-9	4.8E-7	2.4E-4	1.6E-5
4000	1.3E-4	4.1E-9	2.5E-9	2.3E-7	1.1E-4	7.0E-6
5000	1.5E-5	4.3E-10	2.7E-10	2.9E-8	1.3E-5	7.2E-7
6000	1.8E-6	-	-	3.7E-9	1.5E-6	7.6E-8
7000	2.1E-7	-	-	4.6E-10	1.8E-7	8.2E-9
8000	2.5E-8	-	-	-	2.1E-8	9.1E-10
9000	2.9E-9	-	-	-	2.5E-9	1.0E-10
10000	3.4E-10	-	-	-	2.9E-10	-
