Radionuclide	Cs-135
Route of Intake	Inhalation
Material	Aerosols Type M, Irradiated fuel fragments, all unspecified forms, fA=0.2
AMTD/AMAD, µm	1

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
61	1.3E-1	4.7E-4	1.6E-4	1.2E-3	5.7E-2	2.9E-3	1.5E-3
62	1.3E-1	4.7E-4	1.6E-4	1.2E-3	5.7E-2	2.9E-3	1.5E-3
63	1.3E-1	4.7E-4	1.5E-4	1.2E-3	5.6E-2	2.9E-3	1.5E-3
64	1.3E-1	4.6E-4	1.5E-4	1.2E-3	5.6E-2	2.9E-3	1.5E-3
65	1.3E-1	4.6E-4	1.5E-4	1.2E-3	5.5E-2	2.9E-3	1.5E-3
66	1.3E-1	4.6E-4	1.5E-4	1.2E-3	5.5E-2	2.8E-3	1.5E-3
67	1.2E-1	4.6E-4	1.5E-4	1.1E-3	5.5E-2	2.8E-3	1.5E-3
68	1.2E-1	4.6E-4	1.5E-4	1.1E-3	5.4E-2	2.8E-3	1.5E-3
69	1.2E-1	4.6E-4	1.5E-4	1.1E-3	5.4E-2	2.8E-3	1.5E-3
70	1.2E-1	4.5E-4	1.5E-4	1.1E-3	5.4E-2	2.8E-3	1.5E-3
71	1.2E-1	4.5E-4	1.5E-4	1.1E-3	5.3E-2	2.8E-3	1.4E-3
72	1.2E-1	4.5E-4	1.5E-4	1.1E-3	5.3E-2	2.8E-3	1.4E-3
73	1.2E-1	4.5E-4	1.5E-4	1.1E-3	5.3E-2	2.8E-3	1.4E-3
74	1.2E-1	4.5E-4	1.4E-4	1.1E-3	5.2E-2	2.8E-3	1.4E-3
75	1.2E-1	4.5E-4	1.4E-4	1.1E-3	5.2E-2	2.8E-3	1.4E-3
76	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.1E-2	2.7E-3	1.4E-3
77	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.1E-2	2.7E-3	1.4E-3
78	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.1E-2	2.7E-3	1.4E-3
79	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.0E-2	2.7E-3	1.4E-3
80	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.0E-2	2.7E-3	1.4E-3
81	1.2E-1	4.4E-4	1.4E-4	1.1E-3	5.0E-2	2.7E-3	1.4E-3
82	1.2E-1	4.3E-4	1.4E-4	1.1E-3	4.9E-2	2.7E-3	1.4E-3
83	1.2E-1	4.3E-4	1.4E-4	1.1E-3	4.9E-2	2.7E-3	1.4E-3
84	1.1E-1	4.3E-4	1.4E-4	1.1E-3	4.9E-2	2.7E-3	1.4E-3
85	1.1E-1	4.3E-4	1.3E-4	1.1E-3	4.8E-2	2.7E-3	1.4E-3
86	1.1E-1	4.3E-4	1.3E-4	1.1E-3	4.8E-2	2.6E-3	1.4E-3
87	1.1E-1	4.3E-4	1.3E-4	1.1E-3	4.8E-2	2.6E-3	1.4E-3
88	1.1E-1	4.2E-4	1.3E-4	1.1E-3	4.7E-2	2.6E-3	1.4E-3
89	1.1E-1	4.2E-4	1.3E-4	1.0E-3	4.7E-2	2.6E-3	1.4E-3
90	1.1E-1	4.2E-4	1.3E-4	1.0E-3	4.7E-2	2.6E-3	1.3E-3
91	1.1E-1	4.2E-4	1.3E-4	1.0E-3	4.6E-2	2.6E-3	1.3E-3
92	1.1E-1	4.2E-4	1.3E-4	1.0E-3	4.6E-2	2.6E-3	1.3E-3
93	1.1E-1	4.2E-4	1.3E-4	1.0E-3	4.6E-2	2.6E-3	1.3E-3
94	1.1E-1	4.1E-4	1.3E-4	1.0E-3	4.6E-2	2.6E-3	1.3E-3
95	1.1E-1	4.1E-4	1.3E-4	1.0E-3	4.5E-2	2.6E-3	1.3E-3
96	1.1E-1	4.1E-4	1.3E-4	1.0E-3	4.5E-2	2.5E-3	1.3E-3
97	1.1E-1	4.1E-4	1.3E-4	1.0E-3	4.5E-2	2.5E-3	1.3E-3
98	1.1E-1	4.1E-4	1.2E-4	1.0E-3	4.4E-2	2.5E-3	1.3E-3
99	1.1E-1	4.1E-4	1.2E-4	1.0E-3	4.4E-2	2.5E-3	1.3E-3
100	1.1E-1	4.0E-4	1.2E-4	1.0E-3	4.4E-2	2.5E-3	1.3E-3
110	1.0E-1	3.9E-4	1.2E-4	9.5E-4	4.1E-2	2.4E-3	1.2E-3
120	9.6E-2	3.7E-4	1.1E-4	9.1E-4	3.8E-2	2.3E-3	1.2E-3
130	9.1E-2	3.6E-4	1.0E-4	8.7E-4	3.6E-2	2.2E-3	1.1E-3
140	8.6E-2	3.4E-4	9.7E-5	8.3E-4	3.3E-2	2.1E-3	1.1E-3
150	8.2E-2	3.3E-4	9.1E-5	7.9E-4	3.1E-2	2.0E-3	1.1E-3
160	7.8E-2	3.1E-4	8.6E-5	7.6E-4	2.9E-2	1.9E-3	1.0E-3
170	7.4E-2	3.0E-4	8.1E-5	7.2E-4	2.7E-2	1.9E-3	9.6E-4
180	7.0E-2	2.9E-4	7.6E-5	6.9E-4	2.6E-2	1.8E-3	9.2E-4
190	6.6E-2	2.7E-4	7.1E-5	6.5E-4	2.4E-2	1.7E-3	8.8E-4
200	6.3E-2	2.6E-4	6.7E-5	6.2E-4	2.2E-2	1.6E-3	8.4E-4
210	6.0E-2	2.5E-4	6.3E-5	5.9E-4	2.1E-2	1.5E-3	8.0E-4
220	5.7E-2	2.4E-4	5.9E-5	5.6E-4	2.0E-2	1.5E-3	7.6E-4
230	5.4E-2	2.3E-4	5.6E-5	5.4E-4	1.8E-2	1.4E-3	7.3E-4
240	5.1E-2	2.2E-4	5.3E-5	5.1E-4	1.7E-2	1.3E-3	6.9E-4
250	4.8E-2	2.1E-4	5.0E-5	4.8E-4	1.6E-2	1.3E-3	6.6E-4
260	4.6E-2	2.0E-4	4.7E-5	4.6E-4	1.5E-2	1.2E-3	6.3E-4
270	4.3E-2	1.9E-4	4.4E-5	4.4E-4	1.4E-2	1.2E-3	6.0E-4
280	4.1E-2	1.8E-4	4.1E-5	4.1E-4	1.3E-2	1.1E-3	5.7E-4
290	3.9E-2	1.7E-4	3.9E-5	3.9E-4	1.3E-2	1.0E-3	5.4E-4
300	3.7E-2	1.6E-4	3.7E-5	3.7E-4	1.2E-2	1.0E-3	5.1E-4
310	3.5E-2	1.5E-4	3.4E-5	3.5E-4	1.1E-2	9.5E-4	4.9E-4
320	3.3E-2	1.4E-4	3.2E-5	3.4E-4	1.0E-2	9.0E-4	4.6E-4
330	3.1E-2	1.4E-4	3.0E-5	3.2E-4	9.8E-3	8.5E-4	4.4E-4
340	3.0E-2	1.3E-4	2.9E-5	3.0E-4	9.2E-3	8.1E-4	4.2E-4
350	2.8E-2	1.2E-4	2.7E-5	2.9E-4	8.6E-3	7.7E-4	4.0E-4
360	2.6E-2	1.2E-4	2.5E-5	2.7E-4	8.1E-3	7.3E-4	3.8E-4
365	2.6E-2	1.1E-4	2.5E-5	2.6E-4	7.8E-3	7.1E-4	3.7E-4
370	2.5E-2	1.1E-4	2.4E-5	2.6E-4	7.6E-3	6.9E-4	3.6E-4
380	2.4E-2	1.1E-4	2.2E-5	2.4E-4	7.1E-3	6.6E-4	3.4E-4
390	2.2E-2	1.0E-4	2.1E-5	2.3E-4	6.7E-3	6.2E-4	3.2E-4
400	2.1E-2	9.5E-5	2.0E-5	2.2E-4	6.3E-3	5.9E-4	3.1E-4
410	2.0E-2	9.0E-5	1.9E-5	2.1E-4	5.9E-3	5.6E-4	2.9E-4
420	1.9E-2	8.6E-5	1.8E-5	2.0E-4	5.6E-3	5.3E-4	2.7E-4
430	1.8E-2	8.1E-5	1.7E-5	1.9E-4	5.3E-3	5.1E-4	2.6E-4
440	1.7E-2	7.7E-5	1.6E-5	1.8E-4	5.0E-3	4.8E-4	2.5E-4
450	1.6E-2	7.3E-5	1.5E-5	1.7E-4	4.7E-3	4.5E-4	2.3E-4
460	1.5E-2	6.9E-5	1.4E-5	1.6E-4	4.4E-3	4.3E-4	2.2E-4
470	1.4E-2	6.5E-5	1.3E-5	1.5E-4	4.1E-3	4.1E-4	2.1E-4
480	1.4E-2	6.2E-5	1.2E-5	1.4E-4	3.9E-3	3.9E-4	2.0E-4
490	1.3E-2	5.9E-5	1.2E-5	1.3E-4	3.7E-3	3.7E-4	1.9E-4
500	1.2E-2	5.6E-5	1.1E-5	1.3E-4	3.5E-3	3.5E-4	1.8E-4
510	1.2E-2	5.3E-5	1.0E-5	1.2E-4	3.3E-3	3.3E-4	1.7E-4
520	1.1E-2	5.0E-5	9.6E-6	1.1E-4	3.1E-3	3.1E-4	1.6E-4
530	1.0E-2	4.7E-5	9.0E-6	1.1E-4	2.9E-3	2.9E-4	1.5E-4
540	9.8E-3	4.5E-5	8.5E-6	1.0E-4	2.7E-3	2.8E-4	1.4E-4
550	9.3E-3	4.2E-5	8.0E-6	9.6E-5	2.6E-3	2.6E-4	1.4E-4
560	8.8E-3	4.0E-5	7.6E-6	9.1E-5	2.4E-3	2.5E-4	1.3E-4
570	8.3E-3	3.8E-5	7.1E-6	8.6E-5	2.3E-3	2.4E-4	1.2E-4
580	7.9E-3	3.6E-5	6.7E-6	8.1E-5	2.2E-3	2.2E-4	1.2E-4
590	7.4E-3	3.4E-5	6.3E-6	7.7E-5	2.0E-3	2.1E-4	1.1E-4
600	7.0E-3	3.2E-5	5.9E-6	7.3E-5	1.9E-3	2.0E-4	1.0E-4
610	6.7E-3	3.0E-5	5.6E-6	6.9E-5	1.8E-3	1.9E-4	9.8E-5
620	6.3E-3	2.9E-5	5.3E-6	6.5E-5	1.7E-3	1.8E-4	9.3E-5
630	6.0E-3	2.7E-5	5.0E-6	6.2E-5	1.6E-3	1.7E-4	8.8E-5
640	5.7E-3	2.6E-5	4.7E-6	5.8E-5	1.5E-3	1.6E-4	8.3E-5
650	5.3E-3	2.4E-5	4.4E-6	5.5E-5	1.5E-3	1.5E-4	7.8E-5
660	5.1E-3	2.3E-5	4.2E-6	5.2E-5	1.4E-3	1.4E-4	7.4E-5
670	4.8E-3	2.2E-5	3.9E-6	4.9E-5	1.3E-3	1.4E-4	7.0E-5
680	4.5E-3	2.1E-5	3.7E-6	4.7E-5	1.2E-3	1.3E-4	6.6E-5
690	4.3E-3	2.0E-5	3.5E-6	4.4E-5	1.2E-3	1.2E-4	6.3E-5
700	4.1E-3	1.9E-5	3.3E-6	4.2E-5	1.1E-3	1.2E-4	6.0E-5
710	3.9E-3	1.8E-5	3.1E-6	3.9E-5	1.0E-3	1.1E-4	5.6E-5
720	3.6E-3	1.7E-5	2.9E-6	3.7E-5	9.8E-4	1.0E-4	5.3E-5
730	3.5E-3	1.6E-5	2.7E-6	3.5E-5	9.3E-4	9.8E-5	5.0E-5
740	3.3E-3	1.5E-5	2.6E-6	3.3E-5	8.8E-4	9.3E-5	4.8E-5
750	3.1E-3	1.4E-5	2.4E-6	3.2E-5	8.3E-4	8.8E-5	4.5E-5
760	2.9E-3	1.3E-5	2.3E-6	3.0E-5	7.9E-4	8.3E-5	4.3E-5
770	2.8E-3	1.3E-5	2.2E-6	2.8E-5	7.4E-4	7.9E-5	4.0E-5
780	2.6E-3	1.2E-5	2.0E-6	2.7E-5	7.0E-4	7.4E-5	3.8E-5
790	2.5E-3	1.1E-5	1.9E-6	2.5E-5	6.7E-4	7.0E-5	3.6E-5
800	2.4E-3	1.1E-5	1.8E-6	2.4E-5	6.3E-4	6.7E-5	3.4E-5
810	2.2E-3	1.0E-5	1.7E-6	2.3E-5	6.0E-4	6.3E-5	3.2E-5
820	2.1E-3	9.6E-6	1.6E-6	2.1E-5	5.7E-4	6.0E-5	3.1E-5
830	2.0E-3	9.1E-6	1.5E-6	2.0E-5	5.4E-4	5.6E-5	2.9E-5
840	1.9E-3	8.6E-6	1.4E-6	1.9E-5	5.1E-4	5.3E-5	2.8E-5
850	1.8E-3	8.1E-6	1.4E-6	1.8E-5	4.8E-4	5.1E-5	2.6E-5
860	1.7E-3	7.7E-6	1.3E-6	1.7E-5	4.6E-4	4.8E-5	2.5E-5
870	1.6E-3	7.3E-6	1.2E-6	1.6E-5	4.3E-4	4.5E-5	2.3E-5
880	1.5E-3	6.9E-6	1.1E-6	1.5E-5	4.1E-4	4.3E-5	2.2E-5
890	1.5E-3	6.5E-6	1.1E-6	1.5E-5	3.9E-4	4.1E-5	2.1E-5
900	1.4E-3	6.2E-6	1.0E-6	1.4E-5	3.7E-4	3.8E-5	2.0E-5
910	1.3E-3	5.8E-6	9.6E-7	1.3E-5	3.5E-4	3.6E-5	1.9E-5
920	1.2E-3	5.5E-6	9.1E-7	1.2E-5	3.3E-4	3.4E-5	1.8E-5
930	1.2E-3	5.2E-6	8.6E-7	1.2E-5	3.1E-4	3.3E-5	1.7E-5
940	1.1E-3	5.0E-6	8.1E-7	1.1E-5	3.0E-4	3.1E-5	1.6E-5
950	1.1E-3	4.7E-6	7.7E-7	1.0E-5	2.8E-4	2.9E-5	1.5E-5
960	1.0E-3	4.4E-6	7.3E-7	9.9E-6	2.7E-4	2.8E-5	1.4E-5
970	9.6E-4	4.2E-6	6.9E-7	9.4E-6	2.5E-4	2.6E-5	1.4E-5
980	9.1E-4	4.0E-6	6.5E-7	8.9E-6	2.4E-4	2.5E-5	1.3E-5
990	8.7E-4	3.8E-6	6.1E-7	8.4E-6	2.3E-4	2.4E-5	1.2E-5
1000	8.2E-4	3.6E-6	5.8E-7	8.0E-6	2.2E-4	2.2E-5	1.1E-5
1010	7.8E-4	3.4E-6	5.5E-7	7.5E-6	2.0E-4	2.1E-5	1.1E-5
1020	7.4E-4	3.2E-6	5.2E-7	7.1E-6	1.9E-4	2.0E-5	1.0E-5
1030	7.1E-4	3.0E-6	4.9E-7	6.8E-6	1.8E-4	1.9E-5	9.8E-6
1040	6.7E-4	2.9E-6	4.6E-7	6.4E-6	1.7E-4	1.8E-5	9.3E-6
1050	6.4E-4	2.7E-6	4.4E-7	6.1E-6	1.7E-4	1.7E-5	8.8E-6
1060	6.1E-4	2.6E-6	4.1E-7	5.7E-6	1.6E-4	1.6E-5	8.3E-6
1070	5.8E-4	2.5E-6	3.9E-7	5.4E-6	1.5E-4	1.5E-5	7.9E-6
1080	5.5E-4	2.3E-6	3.7E-7	5.2E-6	1.4E-4	1.4E-5	7.5E-6
1090	5.2E-4	2.2E-6	3.5E-7	4.9E-6	1.3E-4	1.4E-5	7.1E-6
1095	5.1E-4	2.1E-6	3.4E-7	4.8E-6	1.3E-4	1.3E-5	6.9E-6
1100	5.0E-4	2.1E-6	3.3E-7	4.6E-6	1.3E-4	1.3E-5	6.7E-6
1200	3.0E-4	1.2E-6	1.9E-7	2.7E-6	7.6E-5	7.7E-6	4.0E-6
1300	1.9E-4	7.3E-7	1.1E-7	1.6E-6	4.6E-5	4.6E-6	2.4E-6
1400	1.2E-4	4.4E-7	6.8E-8	9.8E-7	2.7E-5	2.8E-6	1.4E-6
1500	8.3E-5	2.7E-7	4.1E-8	6.0E-7	1.6E-5	1.7E-6	8.7E-7
1600	5.7E-5	1.7E-7	2.6E-8	3.8E-7	1.0E-5	1.1E-6	5.5E-7
1700	4.1E-5	1.1E-7	1.6E-8	2.4E-7	6.0E-6	6.8E-7	3.5E-7
1800	3.1E-5	7.3E-8	1.1E-8	1.6E-7	3.7E-6	4.5E-7	2.3E-7
1900	2.4E-5	5.0E-8	7.4E-9	1.1E-7	2.2E-6	3.1E-7	1.6E-7
2000	1.9E-5	3.5E-8	5.2E-9	7.7E-8	1.4E-6	2.2E-7	1.1E-7
2100	1.5E-5	2.6E-8	3.8E-9	5.7E-8	8.4E-7	1.6E-7	8.3E-8
2200	1.2E-5	2.0E-8	2.9E-9	4.3E-8	5.2E-7	1.2E-7	6.3E-8
2300	1.0E-5	1.5E-8	2.3E-9	3.4E-8	3.2E-7	9.4E-8	4.9E-8
2400	8.8E-6	1.2E-8	1.8E-9	2.7E-8	2.0E-7	7.6E-8	3.9E-8
2500	7.5E-6	1.0E-8	1.5E-9	2.2E-8	1.3E-7	6.2E-8	3.2E-8
2600	6.4E-6	8.4E-9	1.2E-9	1.8E-8	8.3E-8	5.1E-8	2.7E-8
2700	5.5E-6	7.0E-9	1.0E-9	1.5E-8	5.5E-8	4.3E-8	2.3E-8
2800	4.8E-6	6.0E-9	8.8E-10	1.3E-8	3.8E-8	3.7E-8	1.9E-8
2900	4.1E-6	5.1E-9	7.5E-10	1.1E-8	2.6E-8	3.1E-8	1.6E-8
3000	3.6E-6	4.4E-9	6.5E-10	9.6E-9	1.9E-8	2.7E-8	1.4E-8
3100	3.1E-6	3.8E-9	5.6E-10	8.3E-9	1.4E-8	2.3E-8	1.2E-8
3200	2.7E-6	3.3E-9	4.8E-10	7.2E-9	1.1E-8	2.0E-8	1.0E-8
3300	2.3E-6	2.8E-9	4.2E-10	6.2E-9	8.7E-9	1.7E-8	9.1E-9
3400	2.0E-6	2.4E-9	3.6E-10	5.4E-9	7.0E-9	1.5E-8	7.8E-9
3500	1.8E-6	2.1E-9	3.1E-10	4.7E-9	5.8E-9	1.3E-8	6.8E-9
3600	1.5E-6	1.8E-9	2.7E-10	4.0E-9	4.8E-9	1.1E-8	5.9E-9
3650	1.4E-6	1.7E-9	2.5E-10	3.8E-9	4.4E-9	1.1E-8	5.5E-9
4000	8.7E-7	1.0E-9	1.5E-10	2.3E-9	2.6E-9	6.4E-9	3.4E-9
5000	2.1E-7	2.6E-10	-	5.6E-10	6.1E-10	1.6E-9	8.2E-10
6000	5.2E-8	-	-	1.4E-10	1.5E-10	3.8E-10	2.0E-10
7000	1.3E-8	-	-	-	-	-	-
8000	3.1E-9	-	-	-	-	-	-
9000	7.6E-10	-	-	-	-	-	-
10000	1.9E-10	-	-	-	-	-	-
