Radionuclide	Cl-36
Route of Intake	Inhalation
Material	Aerosols Type M, fA=0.2
AMTD/AMAD, µm	3

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*
17	1.1E-1	3.3E-3	2.1E-4	1.5E-3	5.7E-2
18	1.1E-1	3.1E-3	1.9E-4	1.4E-3	5.6E-2
19	1.1E-1	3.0E-3	1.7E-4	1.3E-3	5.6E-2
20	1.0E-1	2.8E-3	1.6E-4	1.3E-3	5.5E-2
21	1.0E-1	2.7E-3	1.5E-4	1.2E-3	5.5E-2
22	9.7E-2	2.5E-3	1.4E-4	1.1E-3	5.4E-2
23	9.5E-2	2.4E-3	1.3E-4	1.1E-3	5.4E-2
24	9.2E-2	2.3E-3	1.3E-4	1.0E-3	5.3E-2
25	9.0E-2	2.2E-3	1.2E-4	9.8E-4	5.3E-2
26	8.8E-2	2.1E-3	1.2E-4	9.3E-4	5.3E-2
27	8.6E-2	2.0E-3	1.1E-4	8.9E-4	5.2E-2
28	8.4E-2	1.9E-3	1.1E-4	8.5E-4	5.2E-2
29	8.2E-2	1.8E-3	1.1E-4	8.2E-4	5.1E-2
30	8.0E-2	1.7E-3	1.0E-4	7.8E-4	5.1E-2
31	7.8E-2	1.6E-3	1.0E-4	7.5E-4	5.1E-2
32	7.7E-2	1.5E-3	9.9E-5	7.2E-4	5.0E-2
33	7.5E-2	1.5E-3	9.7E-5	6.9E-4	5.0E-2
34	7.3E-2	1.4E-3	9.5E-5	6.6E-4	5.0E-2
35	7.2E-2	1.3E-3	9.3E-5	6.4E-4	4.9E-2
36	7.1E-2	1.3E-3	9.2E-5	6.1E-4	4.9E-2
37	6.9E-2	1.2E-3	9.0E-5	5.9E-4	4.9E-2
38	6.8E-2	1.2E-3	8.9E-5	5.7E-4	4.8E-2
39	6.7E-2	1.1E-3	8.7E-5	5.5E-4	4.8E-2
40	6.6E-2	1.1E-3	8.6E-5	5.3E-4	4.8E-2
41	6.5E-2	1.0E-3	8.5E-5	5.1E-4	4.7E-2
42	6.4E-2	9.8E-4	8.4E-5	4.9E-4	4.7E-2
43	6.3E-2	9.4E-4	8.3E-5	4.8E-4	4.6E-2
44	6.2E-2	9.0E-4	8.2E-5	4.6E-4	4.6E-2
45	6.1E-2	8.6E-4	8.1E-5	4.4E-4	4.6E-2
46	6.0E-2	8.2E-4	8.0E-5	4.3E-4	4.6E-2
47	5.9E-2	7.9E-4	7.9E-5	4.2E-4	4.5E-2
48	5.8E-2	7.6E-4	7.8E-5	4.0E-4	4.5E-2
49	5.7E-2	7.3E-4	7.7E-5	3.9E-4	4.5E-2
50	5.6E-2	7.0E-4	7.6E-5	3.8E-4	4.4E-2
51	5.6E-2	6.8E-4	7.5E-5	3.7E-4	4.4E-2
52	5.5E-2	6.5E-4	7.4E-5	3.6E-4	4.4E-2
53	5.4E-2	6.3E-4	7.3E-5	3.5E-4	4.3E-2
54	5.4E-2	6.1E-4	7.3E-5	3.4E-4	4.3E-2
55	5.3E-2	5.8E-4	7.2E-5	3.3E-4	4.3E-2
56	5.2E-2	5.6E-4	7.1E-5	3.2E-4	4.2E-2
57	5.2E-2	5.4E-4	7.0E-5	3.2E-4	4.2E-2
58	5.1E-2	5.3E-4	7.0E-5	3.1E-4	4.2E-2
59	5.0E-2	5.1E-4	6.9E-5	3.0E-4	4.2E-2
60	5.0E-2	4.9E-4	6.8E-5	2.9E-4	4.1E-2
61	4.9E-2	4.8E-4	6.8E-5	2.9E-4	4.1E-2
62	4.9E-2	4.6E-4	6.7E-5	2.8E-4	4.1E-2
63	4.8E-2	4.5E-4	6.6E-5	2.8E-4	4.0E-2
64	4.8E-2	4.4E-4	6.6E-5	2.7E-4	4.0E-2
65	4.7E-2	4.2E-4	6.5E-5	2.6E-4	4.0E-2
66	4.7E-2	4.1E-4	6.4E-5	2.6E-4	4.0E-2
67	4.6E-2	4.0E-4	6.4E-5	2.5E-4	3.9E-2
68	4.6E-2	3.9E-4	6.3E-5	2.5E-4	3.9E-2
69	4.6E-2	3.8E-4	6.3E-5	2.4E-4	3.9E-2
70	4.5E-2	3.7E-4	6.2E-5	2.4E-4	3.8E-2
71	4.5E-2	3.6E-4	6.2E-5	2.4E-4	3.8E-2
72	4.4E-2	3.5E-4	6.1E-5	2.3E-4	3.8E-2
73	4.4E-2	3.4E-4	6.0E-5	2.3E-4	3.8E-2
74	4.3E-2	3.3E-4	6.0E-5	2.2E-4	3.7E-2
75	4.3E-2	3.3E-4	5.9E-5	2.2E-4	3.7E-2
76	4.3E-2	3.2E-4	5.9E-5	2.2E-4	3.7E-2
77	4.2E-2	3.1E-4	5.8E-5	2.1E-4	3.7E-2
78	4.2E-2	3.1E-4	5.8E-5	2.1E-4	3.6E-2
79	4.2E-2	3.0E-4	5.7E-5	2.1E-4	3.6E-2
80	4.1E-2	2.9E-4	5.7E-5	2.0E-4	3.6E-2
81	4.1E-2	2.9E-4	5.6E-5	2.0E-4	3.6E-2
82	4.1E-2	2.8E-4	5.6E-5	2.0E-4	3.5E-2
83	4.0E-2	2.8E-4	5.5E-5	2.0E-4	3.5E-2
84	4.0E-2	2.7E-4	5.5E-5	1.9E-4	3.5E-2
85	4.0E-2	2.7E-4	5.4E-5	1.9E-4	3.5E-2
86	3.9E-2	2.6E-4	5.4E-5	1.9E-4	3.4E-2
87	3.9E-2	2.6E-4	5.4E-5	1.9E-4	3.4E-2
88	3.9E-2	2.5E-4	5.3E-5	1.8E-4	3.4E-2
89	3.8E-2	2.5E-4	5.3E-5	1.8E-4	3.4E-2
90	3.8E-2	2.5E-4	5.2E-5	1.8E-4	3.4E-2
91	3.8E-2	2.4E-4	5.2E-5	1.8E-4	3.3E-2
92	3.7E-2	2.4E-4	5.1E-5	1.7E-4	3.3E-2
93	3.7E-2	2.4E-4	5.1E-5	1.7E-4	3.3E-2
94	3.7E-2	2.3E-4	5.0E-5	1.7E-4	3.3E-2
95	3.7E-2	2.3E-4	5.0E-5	1.7E-4	3.2E-2
96	3.6E-2	2.3E-4	5.0E-5	1.7E-4	3.2E-2
97	3.6E-2	2.2E-4	4.9E-5	1.6E-4	3.2E-2
98	3.6E-2	2.2E-4	4.9E-5	1.6E-4	3.2E-2
99	3.6E-2	2.2E-4	4.8E-5	1.6E-4	3.2E-2
100	3.5E-2	2.1E-4	4.8E-5	1.6E-4	3.1E-2
110	3.3E-2	1.9E-4	4.4E-5	1.5E-4	2.9E-2
120	3.1E-2	1.7E-4	4.1E-5	1.3E-4	2.7E-2
130	2.9E-2	1.6E-4	3.8E-5	1.2E-4	2.6E-2
140	2.7E-2	1.5E-4	3.5E-5	1.1E-4	2.4E-2
150	2.5E-2	1.4E-4	3.2E-5	1.0E-4	2.2E-2
160	2.3E-2	1.3E-4	3.0E-5	9.7E-5	2.1E-2
170	2.2E-2	1.2E-4	2.7E-5	9.0E-5	2.0E-2
180	2.0E-2	1.1E-4	2.5E-5	8.4E-5	1.8E-2
190	1.9E-2	1.0E-4	2.3E-5	7.8E-5	1.7E-2
200	1.8E-2	9.6E-5	2.2E-5	7.2E-5	1.6E-2
210	1.7E-2	9.0E-5	2.0E-5	6.7E-5	1.5E-2
220	1.6E-2	8.4E-5	1.8E-5	6.2E-5	1.4E-2
230	1.5E-2	7.9E-5	1.7E-5	5.8E-5	1.3E-2
240	1.4E-2	7.4E-5	1.6E-5	5.4E-5	1.2E-2
250	1.3E-2	6.9E-5	1.5E-5	5.0E-5	1.2E-2
260	1.2E-2	6.5E-5	1.3E-5	4.7E-5	1.1E-2
270	1.1E-2	6.1E-5	1.2E-5	4.3E-5	1.0E-2
280	1.1E-2	5.7E-5	1.1E-5	4.0E-5	9.5E-3
290	1.0E-2	5.3E-5	1.1E-5	3.7E-5	9.0E-3
300	9.4E-3	5.0E-5	9.8E-6	3.5E-5	8.4E-3
310	8.8E-3	4.7E-5	9.0E-6	3.2E-5	7.9E-3
320	8.2E-3	4.4E-5	8.3E-6	3.0E-5	7.4E-3
330	7.7E-3	4.1E-5	7.7E-6	2.8E-5	7.0E-3
340	7.3E-3	3.9E-5	7.1E-6	2.6E-5	6.5E-3
350	6.8E-3	3.6E-5	6.6E-6	2.4E-5	6.1E-3
360	6.4E-3	3.4E-5	6.1E-6	2.3E-5	5.8E-3
365	6.2E-3	3.3E-5	5.8E-6	2.2E-5	5.6E-3
370	6.0E-3	3.2E-5	5.6E-6	2.1E-5	5.4E-3
380	5.7E-3	3.0E-5	5.2E-6	2.0E-5	5.1E-3
390	5.3E-3	2.8E-5	4.8E-6	1.8E-5	4.8E-3
400	5.0E-3	2.6E-5	4.4E-6	1.7E-5	4.5E-3
410	4.7E-3	2.5E-5	4.1E-6	1.6E-5	4.2E-3
420	4.4E-3	2.3E-5	3.8E-6	1.5E-5	4.0E-3
430	4.2E-3	2.2E-5	3.5E-6	1.4E-5	3.7E-3
440	3.9E-3	2.1E-5	3.2E-6	1.3E-5	3.5E-3
450	3.7E-3	1.9E-5	3.0E-6	1.2E-5	3.3E-3
460	3.5E-3	1.8E-5	2.8E-6	1.1E-5	3.1E-3
470	3.3E-3	1.7E-5	2.5E-6	1.1E-5	2.9E-3
480	3.1E-3	1.6E-5	2.4E-6	9.9E-6	2.8E-3
490	2.9E-3	1.5E-5	2.2E-6	9.3E-6	2.6E-3
500	2.7E-3	1.4E-5	2.0E-6	8.7E-6	2.5E-3
510	2.6E-3	1.3E-5	1.9E-6	8.1E-6	2.3E-3
520	2.4E-3	1.3E-5	1.7E-6	7.6E-6	2.2E-3
530	2.3E-3	1.2E-5	1.6E-6	7.1E-6	2.1E-3
540	2.2E-3	1.1E-5	1.5E-6	6.6E-6	1.9E-3
550	2.0E-3	1.1E-5	1.4E-6	6.2E-6	1.8E-3
560	1.9E-3	1.0E-5	1.3E-6	5.8E-6	1.7E-3
570	1.8E-3	9.4E-6	1.2E-6	5.4E-6	1.6E-3
580	1.7E-3	8.9E-6	1.1E-6	5.1E-6	1.5E-3
590	1.6E-3	8.4E-6	9.9E-7	4.8E-6	1.5E-3
600	1.5E-3	7.9E-6	9.2E-7	4.5E-6	1.4E-3
610	1.4E-3	7.4E-6	8.5E-7	4.2E-6	1.3E-3
620	1.4E-3	7.0E-6	7.9E-7	3.9E-6	1.2E-3
630	1.3E-3	6.6E-6	7.3E-7	3.7E-6	1.2E-3
640	1.2E-3	6.3E-6	6.7E-7	3.4E-6	1.1E-3
650	1.1E-3	5.9E-6	6.2E-7	3.2E-6	1.0E-3
660	1.1E-3	5.6E-6	5.8E-7	3.0E-6	9.7E-4
670	1.0E-3	5.3E-6	5.3E-7	2.8E-6	9.2E-4
680	9.7E-4	5.0E-6	4.9E-7	2.7E-6	8.7E-4
690	9.2E-4	4.7E-6	4.6E-7	2.5E-6	8.2E-4
700	8.7E-4	4.4E-6	4.2E-7	2.3E-6	7.8E-4
710	8.2E-4	4.2E-6	3.9E-7	2.2E-6	7.4E-4
720	7.7E-4	4.0E-6	3.6E-7	2.1E-6	7.0E-4
730	7.3E-4	3.7E-6	3.3E-7	1.9E-6	6.6E-4
740	6.9E-4	3.5E-6	3.1E-7	1.8E-6	6.2E-4
750	6.6E-4	3.3E-6	2.9E-7	1.7E-6	5.9E-4
760	6.2E-4	3.2E-6	2.7E-7	1.6E-6	5.6E-4
770	5.9E-4	3.0E-6	2.5E-7	1.5E-6	5.3E-4
780	5.6E-4	2.8E-6	2.3E-7	1.4E-6	5.0E-4
790	5.3E-4	2.7E-6	2.1E-7	1.3E-6	4.7E-4
800	5.0E-4	2.5E-6	2.0E-7	1.3E-6	4.5E-4
810	4.7E-4	2.4E-6	1.8E-7	1.2E-6	4.2E-4
820	4.5E-4	2.3E-6	1.7E-7	1.1E-6	4.0E-4
830	4.2E-4	2.1E-6	1.5E-7	1.0E-6	3.8E-4
840	4.0E-4	2.0E-6	1.4E-7	9.9E-7	3.6E-4
850	3.8E-4	1.9E-6	1.3E-7	9.3E-7	3.4E-4
860	3.6E-4	1.8E-6	1.2E-7	8.8E-7	3.2E-4
870	3.4E-4	1.7E-6	1.1E-7	8.3E-7	3.1E-4
880	3.2E-4	1.6E-6	1.1E-7	7.8E-7	2.9E-4
890	3.1E-4	1.5E-6	9.8E-8	7.3E-7	2.7E-4
900	2.9E-4	1.5E-6	9.1E-8	6.9E-7	2.6E-4
910	2.7E-4	1.4E-6	8.4E-8	6.5E-7	2.5E-4
920	2.6E-4	1.3E-6	7.8E-8	6.1E-7	2.3E-4
930	2.5E-4	1.2E-6	7.2E-8	5.8E-7	2.2E-4
940	2.3E-4	1.2E-6	6.7E-8	5.5E-7	2.1E-4
950	2.2E-4	1.1E-6	6.2E-8	5.2E-7	2.0E-4
960	2.1E-4	1.1E-6	5.8E-8	4.9E-7	1.9E-4
970	2.0E-4	1.0E-6	5.4E-8	4.6E-7	1.8E-4
980	1.9E-4	9.5E-7	5.0E-8	4.3E-7	1.7E-4
990	1.8E-4	9.1E-7	4.6E-8	4.1E-7	1.6E-4
1000	1.7E-4	8.6E-7	4.3E-8	3.9E-7	1.5E-4
1010	1.6E-4	8.1E-7	4.0E-8	3.7E-7	1.5E-4
1020	1.5E-4	7.7E-7	3.7E-8	3.4E-7	1.4E-4
1030	1.5E-4	7.3E-7	3.4E-8	3.3E-7	1.3E-4
1040	1.4E-4	6.9E-7	3.2E-8	3.1E-7	1.2E-4
1050	1.3E-4	6.6E-7	3.0E-8	2.9E-7	1.2E-4
1060	1.2E-4	6.2E-7	2.7E-8	2.7E-7	1.1E-4
1070	1.2E-4	5.9E-7	2.6E-8	2.6E-7	1.1E-4
1080	1.1E-4	5.6E-7	2.4E-8	2.5E-7	1.0E-4
1090	1.1E-4	5.3E-7	2.2E-8	2.3E-7	9.6E-5
1095	1.0E-4	5.2E-7	2.1E-8	2.3E-7	9.3E-5
1100	1.0E-4	5.1E-7	2.0E-8	2.2E-7	9.1E-5
1200	6.0E-5	3.0E-7	9.9E-9	1.3E-7	5.4E-5
1300	3.6E-5	1.8E-7	4.9E-9	7.4E-8	3.2E-5
1400	2.2E-5	1.1E-7	2.5E-9	4.4E-8	1.9E-5
1500	1.3E-5	6.5E-8	1.3E-9	2.6E-8	1.2E-5
1600	7.8E-6	3.9E-8	6.7E-10	1.5E-8	7.0E-6
1700	4.7E-6	2.4E-8	3.6E-10	9.2E-9	4.3E-6
1800	2.9E-6	1.4E-8	2.0E-10	5.5E-9	2.6E-6
1900	1.7E-6	8.6E-9	1.1E-10	3.3E-9	1.6E-6
2000	1.0E-6	5.2E-9	-	2.0E-9	9.4E-7
2100	6.3E-7	3.2E-9	-	1.2E-9	5.7E-7
2200	3.8E-7	1.9E-9	-	7.3E-10	3.5E-7
2300	2.3E-7	1.2E-9	-	4.4E-10	2.1E-7
2400	1.4E-7	7.0E-10	-	2.7E-10	1.3E-7
2500	8.6E-8	4.3E-10	-	1.6E-10	7.7E-8
2600	5.2E-8	2.6E-10	-	-	4.7E-8
2700	3.2E-8	1.6E-10	-	-	2.8E-8
2800	1.9E-8	-	-	-	1.7E-8
2900	1.2E-8	-	-	-	1.0E-8
3000	7.0E-9	-	-	-	6.3E-9
3100	4.3E-9	-	-	-	3.8E-9
3200	2.6E-9	-	-	-	2.3E-9
3300	1.6E-9	-	-	-	1.4E-9
3400	9.5E-10	-	-	-	8.5E-10
3500	5.8E-10	-	-	-	5.2E-10
3600	3.5E-10	-	-	-	3.1E-10
3650	2.7E-10	-	-	-	2.4E-10
