Radionuclide	Te-125m
Route of Intake	Inhalation
Material	Aerosols Type F, Tellurium chloride, tellurium dioxide, fA=0.3
AMTD/AMAD, µm	0.003

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
2	3.6E-1	1.2E-1	8.2E-2	8.7E-2	1.7E-2	1.9E-3	3.9E-2	6.8E-2
2.25	3.2E-1	-	-	7.0E-2	1.4E-2	1.9E-3	3.9E-2	6.8E-2
2.5	3.0E-1	-	-	5.6E-2	1.3E-2	1.9E-3	3.8E-2	6.7E-2
2.75	2.8E-1	-	-	4.4E-2	1.1E-2	1.9E-3	3.8E-2	6.6E-2
3	2.6E-1	4.3E-2	5.1E-2	3.5E-2	1.0E-2	1.9E-3	3.8E-2	6.5E-2
3.25	2.4E-1	-	-	2.8E-2	9.5E-3	1.9E-3	3.8E-2	6.4E-2
3.5	2.3E-1	-	-	2.3E-2	8.9E-3	1.9E-3	3.7E-2	6.3E-2
3.75	2.2E-1	-	-	1.9E-2	8.4E-3	1.9E-3	3.7E-2	6.2E-2
4	2.2E-1	1.8E-2	2.0E-2	1.6E-2	8.0E-3	1.9E-3	3.7E-2	6.1E-2
4.25	2.1E-1	-	-	1.4E-2	7.6E-3	1.8E-3	3.7E-2	6.0E-2
4.5	2.1E-1	-	-	1.2E-2	7.4E-3	1.8E-3	3.7E-2	5.9E-2
4.75	2.0E-1	-	-	1.1E-2	7.1E-3	1.8E-3	3.7E-2	5.9E-2
5	2.0E-1	9.3E-3	7.6E-3	1.0E-2	6.9E-3	1.8E-3	3.6E-2	5.8E-2
5.5	1.9E-1	-	-	9.2E-3	6.6E-3	1.7E-3	3.6E-2	5.6E-2
6	1.8E-1	6.5E-3	3.8E-3	8.5E-3	6.4E-3	1.7E-3	3.6E-2	5.4E-2
6.5	1.8E-1	-	-	8.1E-3	6.1E-3	1.6E-3	3.6E-2	5.2E-2
7	1.7E-1	5.4E-3	2.7E-3	7.7E-3	5.9E-3	1.6E-3	3.5E-2	5.1E-2
7.5	1.7E-1	-	-	7.5E-3	5.7E-3	1.5E-3	3.5E-2	4.9E-2
8	1.6E-1	4.8E-3	2.4E-3	7.2E-3	5.5E-3	1.5E-3	3.5E-2	4.8E-2
8.5	1.6E-1	-	-	7.0E-3	5.4E-3	1.4E-3	3.4E-2	4.6E-2
9	1.6E-1	4.5E-3	2.2E-3	6.8E-3	5.2E-3	1.4E-3	3.4E-2	4.5E-2
9.5	1.5E-1	-	-	6.5E-3	5.0E-3	1.3E-3	3.4E-2	4.3E-2
10	1.5E-1	4.2E-3	2.1E-3	6.3E-3	4.9E-3	1.3E-3	3.4E-2	4.2E-2
11	1.4E-1	3.9E-3	1.9E-3	5.9E-3	4.6E-3	1.2E-3	3.3E-2	3.9E-2
12	1.3E-1	3.7E-3	1.8E-3	5.6E-3	4.3E-3	1.1E-3	3.2E-2	3.7E-2
13	1.3E-1	3.5E-3	1.7E-3	5.2E-3	4.0E-3	1.1E-3	3.2E-2	3.5E-2
14	1.2E-1	3.3E-3	1.6E-3	4.9E-3	3.8E-3	9.9E-4	3.1E-2	3.2E-2
15	1.1E-1	3.1E-3	1.5E-3	4.6E-3	3.5E-3	9.3E-4	3.1E-2	3.0E-2
16	1.1E-1	2.9E-3	1.4E-3	4.3E-3	3.3E-3	8.7E-4	3.0E-2	2.9E-2
17	1.0E-1	2.7E-3	1.3E-3	4.1E-3	3.1E-3	8.2E-4	3.0E-2	2.7E-2
18	9.8E-2	2.6E-3	1.2E-3	3.8E-3	2.9E-3	7.7E-4	2.9E-2	2.5E-2
19	9.3E-2	2.4E-3	1.2E-3	3.6E-3	2.7E-3	7.2E-4	2.9E-2	2.4E-2
20	8.9E-2	2.3E-3	1.1E-3	3.4E-3	2.6E-3	6.8E-4	2.8E-2	2.2E-2
21	8.4E-2	2.2E-3	1.0E-3	3.1E-3	2.4E-3	6.3E-4	2.8E-2	2.1E-2
22	8.0E-2	2.0E-3	9.6E-4	3.0E-3	2.3E-3	6.0E-4	2.7E-2	1.9E-2
23	7.7E-2	1.9E-3	9.0E-4	2.8E-3	2.1E-3	5.6E-4	2.6E-2	1.8E-2
24	7.3E-2	1.8E-3	8.5E-4	2.6E-3	2.0E-3	5.2E-4	2.6E-2	1.7E-2
25	7.0E-2	1.7E-3	7.9E-4	2.4E-3	1.9E-3	4.9E-4	2.5E-2	1.6E-2
26	6.6E-2	1.6E-3	7.5E-4	2.3E-3	1.8E-3	4.6E-4	2.5E-2	1.5E-2
27	6.3E-2	1.5E-3	7.0E-4	2.2E-3	1.7E-3	4.3E-4	2.4E-2	1.4E-2
28	6.1E-2	1.4E-3	6.6E-4	2.0E-3	1.6E-3	4.1E-4	2.4E-2	1.3E-2
29	5.8E-2	1.4E-3	6.2E-4	1.9E-3	1.5E-3	3.8E-4	2.3E-2	1.3E-2
30	5.5E-2	1.3E-3	5.8E-4	1.8E-3	1.4E-3	3.6E-4	2.3E-2	1.2E-2
31	5.3E-2	1.2E-3	5.4E-4	1.7E-3	1.3E-3	3.4E-4	2.3E-2	1.1E-2
32	5.1E-2	1.1E-3	5.1E-4	1.6E-3	1.2E-3	3.2E-4	2.2E-2	1.0E-2
33	4.8E-2	1.1E-3	4.8E-4	1.5E-3	1.1E-3	3.0E-4	2.2E-2	9.8E-3
34	4.6E-2	1.0E-3	4.5E-4	1.4E-3	1.1E-3	2.8E-4	2.1E-2	9.2E-3
35	4.4E-2	9.6E-4	4.2E-4	1.3E-3	1.0E-3	2.6E-4	2.1E-2	8.6E-3
36	4.3E-2	9.1E-4	4.0E-4	1.2E-3	9.6E-4	2.5E-4	2.0E-2	8.1E-3
37	4.1E-2	8.6E-4	3.7E-4	1.2E-3	9.0E-4	2.3E-4	2.0E-2	7.6E-3
38	3.9E-2	8.2E-4	3.5E-4	1.1E-3	8.5E-4	2.2E-4	2.0E-2	7.2E-3
39	3.8E-2	7.7E-4	3.3E-4	1.0E-3	8.0E-4	2.1E-4	1.9E-2	6.7E-3
40	3.6E-2	7.3E-4	3.1E-4	9.7E-4	7.5E-4	1.9E-4	1.9E-2	6.3E-3
41	3.5E-2	6.9E-4	2.9E-4	9.1E-4	7.1E-4	1.8E-4	1.8E-2	6.0E-3
42	3.3E-2	6.6E-4	2.7E-4	8.6E-4	6.7E-4	1.7E-4	1.8E-2	5.6E-3
43	3.2E-2	6.2E-4	2.6E-4	8.0E-4	6.3E-4	1.6E-4	1.8E-2	5.3E-3
44	3.1E-2	5.9E-4	2.4E-4	7.6E-4	5.9E-4	1.5E-4	1.7E-2	5.0E-3
45	3.0E-2	5.6E-4	2.3E-4	7.1E-4	5.6E-4	1.4E-4	1.7E-2	4.7E-3
46	2.9E-2	5.3E-4	2.2E-4	6.7E-4	5.3E-4	1.3E-4	1.6E-2	4.4E-3
47	2.8E-2	5.1E-4	2.0E-4	6.3E-4	5.0E-4	1.3E-4	1.6E-2	4.1E-3
48	2.7E-2	4.8E-4	1.9E-4	6.0E-4	4.7E-4	1.2E-4	1.6E-2	3.9E-3
49	2.6E-2	4.6E-4	1.8E-4	5.6E-4	4.4E-4	1.1E-4	1.5E-2	3.7E-3
50	2.5E-2	4.3E-4	1.7E-4	5.3E-4	4.2E-4	1.1E-4	1.5E-2	3.5E-3
51	2.4E-2	4.1E-4	1.6E-4	5.0E-4	3.9E-4	1.0E-4	1.5E-2	3.3E-3
52	2.3E-2	3.9E-4	1.5E-4	4.7E-4	3.7E-4	9.4E-5	1.4E-2	3.1E-3
53	2.2E-2	3.7E-4	1.4E-4	4.4E-4	3.5E-4	8.8E-5	1.4E-2	2.9E-3
54	2.1E-2	3.6E-4	1.3E-4	4.2E-4	3.3E-4	8.3E-5	1.4E-2	2.7E-3
55	2.1E-2	3.4E-4	1.3E-4	4.0E-4	3.1E-4	7.9E-5	1.4E-2	2.6E-3
56	2.0E-2	3.2E-4	1.2E-4	3.7E-4	3.0E-4	7.4E-5	1.3E-2	2.4E-3
57	1.9E-2	3.1E-4	1.1E-4	3.5E-4	2.8E-4	7.0E-5	1.3E-2	2.3E-3
58	1.9E-2	2.9E-4	1.1E-4	3.3E-4	2.6E-4	6.6E-5	1.3E-2	2.2E-3
59	1.8E-2	2.8E-4	9.9E-5	3.1E-4	2.5E-4	6.2E-5	1.2E-2	2.0E-3
60	1.8E-2	2.7E-4	9.4E-5	3.0E-4	2.4E-4	5.9E-5	1.2E-2	1.9E-3
61	1.7E-2	2.6E-4	8.8E-5	2.8E-4	2.2E-4	5.6E-5	1.2E-2	1.8E-3
62	1.6E-2	2.4E-4	8.4E-5	2.7E-4	2.1E-4	5.3E-5	1.2E-2	1.7E-3
63	1.6E-2	2.3E-4	7.9E-5	2.5E-4	2.0E-4	5.0E-5	1.1E-2	1.6E-3
64	1.5E-2	2.2E-4	7.5E-5	2.4E-4	1.9E-4	4.7E-5	1.1E-2	1.5E-3
65	1.5E-2	2.1E-4	7.0E-5	2.3E-4	1.8E-4	4.4E-5	1.1E-2	1.5E-3
66	1.5E-2	2.0E-4	6.7E-5	2.1E-4	1.7E-4	4.2E-5	1.1E-2	1.4E-3
67	1.4E-2	2.0E-4	6.3E-5	2.0E-4	1.6E-4	4.0E-5	1.0E-2	1.3E-3
68	1.4E-2	1.9E-4	6.0E-5	1.9E-4	1.5E-4	3.8E-5	1.0E-2	1.2E-3
69	1.3E-2	1.8E-4	5.6E-5	1.8E-4	1.5E-4	3.6E-5	1.0E-2	1.2E-3
70	1.3E-2	1.7E-4	5.3E-5	1.7E-4	1.4E-4	3.4E-5	9.8E-3	1.1E-3
71	1.3E-2	1.7E-4	5.1E-5	1.6E-4	1.3E-4	3.2E-5	9.6E-3	1.1E-3
72	1.2E-2	1.6E-4	4.8E-5	1.5E-4	1.3E-4	3.0E-5	9.4E-3	1.0E-3
73	1.2E-2	1.5E-4	4.5E-5	1.5E-4	1.2E-4	2.9E-5	9.2E-3	9.5E-4
74	1.1E-2	1.5E-4	4.3E-5	1.4E-4	1.1E-4	2.7E-5	9.0E-3	9.0E-4
75	1.1E-2	1.4E-4	4.1E-5	1.3E-4	1.1E-4	2.6E-5	8.8E-3	8.5E-4
76	1.1E-2	1.4E-4	3.9E-5	1.3E-4	1.0E-4	2.5E-5	8.6E-3	8.1E-4
77	1.1E-2	1.3E-4	3.7E-5	1.2E-4	9.8E-5	2.3E-5	8.4E-3	7.7E-4
78	1.0E-2	1.3E-4	3.5E-5	1.1E-4	9.3E-5	2.2E-5	8.2E-3	7.3E-4
79	1.0E-2	1.2E-4	3.3E-5	1.1E-4	8.9E-5	2.1E-5	8.1E-3	7.0E-4
80	9.7E-3	1.2E-4	3.1E-5	1.0E-4	8.4E-5	2.0E-5	7.9E-3	6.6E-4
81	9.5E-3	1.1E-4	3.0E-5	9.8E-5	8.1E-5	1.9E-5	7.7E-3	6.3E-4
82	9.2E-3	1.1E-4	2.8E-5	9.4E-5	7.7E-5	1.8E-5	7.5E-3	6.0E-4
83	9.0E-3	1.0E-4	2.7E-5	8.9E-5	7.3E-5	1.7E-5	7.4E-3	5.7E-4
84	8.7E-3	1.0E-4	2.6E-5	8.5E-5	7.0E-5	1.6E-5	7.2E-3	5.4E-4
85	8.5E-3	9.7E-5	2.4E-5	8.1E-5	6.7E-5	1.6E-5	7.1E-3	5.2E-4
86	8.3E-3	9.4E-5	2.3E-5	7.7E-5	6.4E-5	1.5E-5	6.9E-3	4.9E-4
87	8.1E-3	9.0E-5	2.2E-5	7.4E-5	6.1E-5	1.4E-5	6.8E-3	4.7E-4
88	7.9E-3	8.7E-5	2.1E-5	7.1E-5	5.9E-5	1.4E-5	6.6E-3	4.5E-4
89	7.7E-3	8.4E-5	2.0E-5	6.7E-5	5.6E-5	1.3E-5	6.5E-3	4.3E-4
90	7.5E-3	8.1E-5	1.9E-5	6.4E-5	5.4E-5	1.2E-5	6.3E-3	4.1E-4
91	7.3E-3	7.9E-5	1.8E-5	6.2E-5	5.2E-5	1.2E-5	6.2E-3	3.9E-4
92	7.1E-3	7.6E-5	1.8E-5	5.9E-5	4.9E-5	1.1E-5	6.1E-3	3.7E-4
93	7.0E-3	7.4E-5	1.7E-5	5.6E-5	4.7E-5	1.1E-5	5.9E-3	3.6E-4
94	6.8E-3	7.1E-5	1.6E-5	5.4E-5	4.5E-5	1.0E-5	5.8E-3	3.4E-4
95	6.6E-3	6.9E-5	1.5E-5	5.2E-5	4.4E-5	9.9E-6	5.7E-3	3.3E-4
96	6.5E-3	6.7E-5	1.5E-5	5.0E-5	4.2E-5	9.5E-6	5.6E-3	3.1E-4
97	6.3E-3	6.5E-5	1.4E-5	4.8E-5	4.0E-5	9.1E-6	5.4E-3	3.0E-4
98	6.1E-3	6.3E-5	1.3E-5	4.6E-5	3.9E-5	8.7E-6	5.3E-3	2.9E-4
99	6.0E-3	6.1E-5	1.3E-5	4.4E-5	3.7E-5	8.3E-6	5.2E-3	2.8E-4
100	5.9E-3	5.9E-5	1.2E-5	4.2E-5	3.6E-5	8.0E-6	5.1E-3	2.6E-4
110	4.6E-3	4.4E-5	8.2E-6	2.9E-5	2.5E-5	5.4E-6	4.1E-3	1.8E-4
120	3.7E-3	3.3E-5	5.7E-6	2.0E-5	1.8E-5	3.8E-6	3.3E-3	1.3E-4
130	2.9E-3	2.5E-5	4.1E-6	1.5E-5	1.3E-5	2.7E-6	2.7E-3	9.1E-5
140	2.4E-3	2.0E-5	3.0E-6	1.1E-5	9.8E-6	2.0E-6	2.2E-3	6.8E-5
150	1.9E-3	1.5E-5	2.3E-6	8.4E-6	7.5E-6	1.5E-6	1.8E-3	5.1E-5
160	1.5E-3	1.2E-5	1.7E-6	6.4E-6	5.8E-6	1.2E-6	1.4E-3	3.9E-5
170	1.3E-3	9.5E-6	1.3E-6	5.0E-6	4.5E-6	9.1E-7	1.2E-3	3.0E-5
180	1.0E-3	7.5E-6	1.0E-6	3.9E-6	3.5E-6	7.1E-7	9.5E-4	2.4E-5
190	8.4E-4	5.9E-6	8.2E-7	3.1E-6	2.8E-6	5.6E-7	7.8E-4	1.9E-5
200	6.9E-4	4.7E-6	6.5E-7	2.4E-6	2.2E-6	4.4E-7	6.4E-4	1.5E-5
210	5.6E-4	3.7E-6	5.1E-7	1.9E-6	1.7E-6	3.5E-7	5.3E-4	1.2E-5
220	4.6E-4	2.9E-6	4.0E-7	1.5E-6	1.4E-6	2.7E-7	4.4E-4	9.2E-6
230	3.8E-4	2.3E-6	3.2E-7	1.2E-6	1.1E-6	2.2E-7	3.6E-4	7.2E-6
240	3.2E-4	1.8E-6	2.5E-7	9.4E-7	8.6E-7	1.7E-7	3.0E-4	5.7E-6
250	2.7E-4	1.4E-6	2.0E-7	7.5E-7	6.8E-7	1.4E-7	2.5E-4	4.5E-6
260	2.2E-4	1.1E-6	1.6E-7	5.9E-7	5.4E-7	1.1E-7	2.1E-4	3.6E-6
270	1.9E-4	9.1E-7	1.2E-7	4.7E-7	4.3E-7	8.5E-8	1.8E-4	2.8E-6
280	1.6E-4	7.2E-7	9.9E-8	3.7E-7	3.4E-7	6.7E-8	1.5E-4	2.3E-6
290	1.3E-4	5.7E-7	7.9E-8	2.9E-7	2.7E-7	5.3E-8	1.3E-4	1.8E-6
300	1.1E-4	4.6E-7	6.2E-8	2.3E-7	2.1E-7	4.2E-8	1.1E-4	1.4E-6
310	9.4E-5	3.6E-7	4.9E-8	1.9E-7	1.7E-7	3.4E-8	9.0E-5	1.1E-6
320	8.0E-5	2.9E-7	3.9E-8	1.5E-7	1.3E-7	2.7E-8	7.7E-5	9.0E-7
330	6.8E-5	2.3E-7	3.1E-8	1.2E-7	1.1E-7	2.1E-8	6.6E-5	7.1E-7
340	5.8E-5	1.8E-7	2.5E-8	9.3E-8	8.5E-8	1.7E-8	5.6E-5	5.7E-7
350	5.0E-5	1.5E-7	2.0E-8	7.4E-8	6.8E-8	1.3E-8	4.8E-5	4.5E-7
360	4.3E-5	1.2E-7	1.6E-8	5.9E-8	5.4E-8	1.1E-8	4.2E-5	3.6E-7
365	3.9E-5	1.0E-7	1.4E-8	5.3E-8	4.8E-8	9.6E-9	3.9E-5	3.2E-7
370	3.7E-5	9.3E-8	1.3E-8	4.7E-8	4.3E-8	8.5E-9	3.6E-5	2.9E-7
380	3.2E-5	7.4E-8	1.0E-8	3.8E-8	3.4E-8	6.8E-9	3.1E-5	2.3E-7
390	2.7E-5	5.9E-8	8.0E-9	3.0E-8	2.7E-8	5.4E-9	2.7E-5	1.8E-7
400	2.4E-5	4.7E-8	6.4E-9	2.4E-8	2.2E-8	4.3E-9	2.3E-5	1.5E-7
410	2.0E-5	3.8E-8	5.1E-9	1.9E-8	1.8E-8	3.5E-9	2.0E-5	1.2E-7
420	1.8E-5	3.1E-8	4.1E-9	1.5E-8	1.4E-8	2.8E-9	1.8E-5	9.4E-8
430	1.5E-5	2.5E-8	3.3E-9	1.2E-8	1.1E-8	2.2E-9	1.5E-5	7.5E-8
440	1.3E-5	2.0E-8	2.6E-9	1.0E-8	9.1E-9	1.8E-9	1.3E-5	6.0E-8
450	1.2E-5	1.6E-8	2.1E-9	8.0E-9	7.4E-9	1.4E-9	1.2E-5	4.9E-8
460	1.0E-5	1.3E-8	1.7E-9	6.5E-9	5.9E-9	1.2E-9	1.0E-5	3.9E-8
470	9.0E-6	1.0E-8	1.4E-9	5.2E-9	4.8E-9	9.4E-10	8.9E-6	3.2E-8
480	7.9E-6	8.5E-9	1.1E-9	4.2E-9	3.9E-9	7.6E-10	7.8E-6	2.6E-8
490	6.9E-6	6.9E-9	9.1E-10	3.4E-9	3.2E-9	6.2E-10	6.8E-6	2.1E-8
500	6.0E-6	5.7E-9	7.4E-10	2.8E-9	2.6E-9	5.0E-10	6.0E-6	1.7E-8
510	5.3E-6	4.6E-9	6.0E-10	2.3E-9	2.1E-9	4.1E-10	5.2E-6	1.4E-8
520	4.6E-6	3.8E-9	4.9E-10	1.9E-9	1.7E-9	3.4E-10	4.6E-6	1.1E-8
530	4.1E-6	3.1E-9	4.0E-10	1.5E-9	1.4E-9	2.8E-10	4.1E-6	9.2E-9
540	3.6E-6	2.6E-9	3.3E-10	1.3E-9	1.2E-9	2.3E-10	3.6E-6	7.6E-9
550	3.2E-6	2.1E-9	2.7E-10	1.0E-9	9.6E-10	1.9E-10	3.1E-6	6.3E-9
560	2.8E-6	1.8E-9	2.2E-10	8.6E-10	7.9E-10	1.5E-10	2.8E-6	5.2E-9
570	2.4E-6	1.5E-9	1.9E-10	7.1E-10	6.6E-10	1.3E-10	2.4E-6	4.3E-9
580	2.1E-6	1.2E-9	1.5E-10	5.9E-10	5.5E-10	1.1E-10	2.1E-6	3.6E-9
590	1.9E-6	1.0E-9	1.3E-10	4.9E-10	4.6E-10	-	1.9E-6	3.0E-9
600	1.7E-6	8.7E-10	1.1E-10	4.1E-10	3.8E-10	-	1.7E-6	2.5E-9
610	1.5E-6	7.3E-10	-	3.5E-10	3.2E-10	-	1.5E-6	2.1E-9
620	1.3E-6	6.2E-10	-	2.9E-10	2.7E-10	-	1.3E-6	1.8E-9
630	1.1E-6	5.2E-10	-	2.5E-10	2.3E-10	-	1.1E-6	1.5E-9
640	1.0E-6	4.4E-10	-	2.1E-10	1.9E-10	-	1.0E-6	1.3E-9
650	8.9E-7	3.8E-10	-	1.8E-10	1.7E-10	-	8.8E-7	1.1E-9
660	7.8E-7	3.2E-10	-	1.5E-10	1.4E-10	-	7.8E-7	9.1E-10
670	6.9E-7	2.8E-10	-	1.3E-10	1.2E-10	-	6.9E-7	7.7E-10
680	6.1E-7	2.4E-10	-	1.1E-10	1.0E-10	-	6.1E-7	6.6E-10
690	5.4E-7	2.0E-10	-	-	-	-	5.4E-7	5.7E-10
700	4.7E-7	1.8E-10	-	-	-	-	4.7E-7	4.9E-10
710	4.2E-7	1.5E-10	-	-	-	-	4.2E-7	4.2E-10
720	3.7E-7	1.3E-10	-	-	-	-	3.7E-7	3.6E-10
730	3.3E-7	1.1E-10	-	-	-	-	3.3E-7	3.1E-10
740	2.9E-7	-	-	-	-	-	2.9E-7	2.7E-10
750	2.5E-7	-	-	-	-	-	2.5E-7	2.4E-10
760	2.2E-7	-	-	-	-	-	2.2E-7	2.0E-10
770	2.0E-7	-	-	-	-	-	2.0E-7	1.8E-10
780	1.8E-7	-	-	-	-	-	1.7E-7	1.5E-10
790	1.5E-7	-	-	-	-	-	1.5E-7	1.3E-10
800	1.4E-7	-	-	-	-	-	1.4E-7	1.2E-10
810	1.2E-7	-	-	-	-	-	1.2E-7	1.0E-10
820	1.1E-7	-	-	-	-	-	1.1E-7	-
830	9.4E-8	-	-	-	-	-	9.4E-8	-
840	8.3E-8	-	-	-	-	-	8.3E-8	-
850	7.3E-8	-	-	-	-	-	7.3E-8	-
860	6.5E-8	-	-	-	-	-	6.5E-8	-
870	5.7E-8	-	-	-	-	-	5.7E-8	-
880	5.1E-8	-	-	-	-	-	5.0E-8	-
890	4.5E-8	-	-	-	-	-	4.5E-8	-
900	3.9E-8	-	-	-	-	-	3.9E-8	-
910	3.5E-8	-	-	-	-	-	3.5E-8	-
920	3.1E-8	-	-	-	-	-	3.1E-8	-
930	2.7E-8	-	-	-	-	-	2.7E-8	-
940	2.4E-8	-	-	-	-	-	2.4E-8	-
950	2.1E-8	-	-	-	-	-	2.1E-8	-
960	1.9E-8	-	-	-	-	-	1.9E-8	-
970	1.7E-8	-	-	-	-	-	1.7E-8	-
980	1.5E-8	-	-	-	-	-	1.5E-8	-
990	1.3E-8	-	-	-	-	-	1.3E-8	-
1000	1.1E-8	-	-	-	-	-	1.1E-8	-
1010	1.0E-8	-	-	-	-	-	1.0E-8	-
1020	8.9E-9	-	-	-	-	-	8.9E-9	-
1030	7.9E-9	-	-	-	-	-	7.9E-9	-
1040	7.0E-9	-	-	-	-	-	6.9E-9	-
1050	6.1E-9	-	-	-	-	-	6.1E-9	-
1060	5.4E-9	-	-	-	-	-	5.4E-9	-
1070	4.8E-9	-	-	-	-	-	4.8E-9	-
1080	4.2E-9	-	-	-	-	-	4.2E-9	-
1090	3.7E-9	-	-	-	-	-	3.7E-9	-
1095	3.5E-9	-	-	-	-	-	3.5E-9	-
1100	3.3E-9	-	-	-	-	-	3.3E-9	-
1200	9.6E-10	-	-	-	-	-	9.6E-10	-
1300	2.8E-10	-	-	-	-	-	2.8E-10	-
