Radionuclide	Fm-257
Route of Intake	Ingestion
Material	All compounds, fA=5E-4
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
3.25	6.0E-2	-	-	6.0E-2	2.6E-4	7.2E-5
3.5	4.2E-2	-	-	4.1E-2	2.6E-4	7.2E-5
3.75	2.9E-2	-	-	2.8E-2	2.7E-4	7.2E-5
4	2.0E-2	1.4E-6	6.5E-2	1.9E-2	2.7E-4	7.2E-5
4.25	1.4E-2	-	-	1.3E-2	2.7E-4	7.2E-5
4.5	9.3E-3	-	-	8.9E-3	2.7E-4	7.2E-5
4.75	6.4E-3	-	-	6.0E-3	2.7E-4	7.2E-5
5	4.4E-3	7.5E-7	1.5E-2	4.0E-3	2.7E-4	7.2E-5
5.5	2.1E-3	-	-	1.8E-3	2.6E-4	7.2E-5
6	1.1E-3	4.8E-7	3.2E-3	7.6E-4	2.6E-4	7.2E-5
6.5	7.1E-4	-	-	3.3E-4	2.6E-4	7.2E-5
7	5.2E-4	3.6E-7	6.2E-4	1.4E-4	2.6E-4	7.2E-5
7.5	4.4E-4	-	-	5.9E-5	2.6E-4	7.1E-5
8	4.0E-4	3.0E-7	1.1E-4	2.5E-5	2.6E-4	7.1E-5
8.5	3.9E-4	-	-	1.1E-5	2.6E-4	7.1E-5
9	3.8E-4	2.6E-7	2.0E-5	5.0E-6	2.6E-4	7.1E-5
9.5	3.8E-4	-	-	2.6E-6	2.6E-4	7.0E-5
10	3.8E-4	2.3E-7	3.4E-6	1.7E-6	2.6E-4	7.0E-5
11	3.7E-4	2.1E-7	6.1E-7	1.1E-6	2.6E-4	7.0E-5
12	3.7E-4	1.9E-7	1.4E-7	9.8E-7	2.5E-4	6.9E-5
13	3.7E-4	1.8E-7	6.3E-8	9.5E-7	2.5E-4	6.9E-5
14	3.6E-4	1.6E-7	5.0E-8	9.4E-7	2.5E-4	6.8E-5
15	3.6E-4	1.5E-7	4.7E-8	9.2E-7	2.5E-4	6.8E-5
16	3.6E-4	1.4E-7	4.5E-8	9.1E-7	2.5E-4	6.7E-5
17	3.6E-4	1.3E-7	4.4E-8	9.0E-7	2.5E-4	6.7E-5
18	3.5E-4	1.2E-7	4.3E-8	8.9E-7	2.5E-4	6.6E-5
19	3.5E-4	1.1E-7	4.3E-8	8.8E-7	2.4E-4	6.6E-5
20	3.5E-4	1.0E-7	4.2E-8	8.7E-7	2.4E-4	6.5E-5
21	3.5E-4	9.5E-8	4.1E-8	8.6E-7	2.4E-4	6.5E-5
22	3.4E-4	8.9E-8	4.0E-8	8.5E-7	2.4E-4	6.4E-5
23	3.4E-4	8.3E-8	3.9E-8	8.4E-7	2.4E-4	6.4E-5
24	3.4E-4	7.8E-8	3.9E-8	8.3E-7	2.4E-4	6.3E-5
25	3.4E-4	7.4E-8	3.8E-8	8.2E-7	2.3E-4	6.3E-5
26	3.3E-4	7.0E-8	3.7E-8	8.1E-7	2.3E-4	6.2E-5
27	3.3E-4	6.6E-8	3.6E-8	8.0E-7	2.3E-4	6.2E-5
28	3.3E-4	6.3E-8	3.6E-8	7.9E-7	2.3E-4	6.1E-5
29	3.3E-4	6.0E-8	3.5E-8	7.8E-7	2.3E-4	6.1E-5
30	3.2E-4	5.7E-8	3.4E-8	7.7E-7	2.3E-4	6.0E-5
31	3.2E-4	5.4E-8	3.4E-8	7.6E-7	2.3E-4	6.0E-5
32	3.2E-4	5.2E-8	3.3E-8	7.5E-7	2.2E-4	6.0E-5
33	3.2E-4	5.0E-8	3.3E-8	7.4E-7	2.2E-4	5.9E-5
34	3.1E-4	4.8E-8	3.2E-8	7.3E-7	2.2E-4	5.9E-5
35	3.1E-4	4.7E-8	3.1E-8	7.3E-7	2.2E-4	5.8E-5
36	3.1E-4	4.5E-8	3.1E-8	7.2E-7	2.2E-4	5.8E-5
37	3.1E-4	4.4E-8	3.0E-8	7.1E-7	2.2E-4	5.7E-5
38	3.1E-4	4.2E-8	3.0E-8	7.0E-7	2.2E-4	5.7E-5
39	3.0E-4	4.1E-8	2.9E-8	6.9E-7	2.1E-4	5.6E-5
40	3.0E-4	4.0E-8	2.9E-8	6.8E-7	2.1E-4	5.6E-5
41	3.0E-4	3.9E-8	2.8E-8	6.8E-7	2.1E-4	5.6E-5
42	3.0E-4	3.8E-8	2.8E-8	6.7E-7	2.1E-4	5.5E-5
43	2.9E-4	3.7E-8	2.7E-8	6.6E-7	2.1E-4	5.5E-5
44	2.9E-4	3.7E-8	2.7E-8	6.5E-7	2.1E-4	5.4E-5
45	2.9E-4	3.6E-8	2.6E-8	6.5E-7	2.1E-4	5.4E-5
46	2.9E-4	3.5E-8	2.6E-8	6.4E-7	2.1E-4	5.4E-5
47	2.9E-4	3.5E-8	2.6E-8	6.3E-7	2.0E-4	5.3E-5
48	2.8E-4	3.4E-8	2.5E-8	6.2E-7	2.0E-4	5.3E-5
49	2.8E-4	3.4E-8	2.5E-8	6.2E-7	2.0E-4	5.2E-5
50	2.8E-4	3.3E-8	2.4E-8	6.1E-7	2.0E-4	5.2E-5
51	2.8E-4	3.3E-8	2.4E-8	6.0E-7	2.0E-4	5.1E-5
52	2.8E-4	3.2E-8	2.4E-8	5.9E-7	2.0E-4	5.1E-5
53	2.7E-4	3.2E-8	2.3E-8	5.9E-7	2.0E-4	5.1E-5
54	2.7E-4	3.1E-8	2.3E-8	5.8E-7	1.9E-4	5.0E-5
55	2.7E-4	3.1E-8	2.2E-8	5.7E-7	1.9E-4	5.0E-5
56	2.7E-4	3.1E-8	2.2E-8	5.7E-7	1.9E-4	5.0E-5
57	2.7E-4	3.0E-8	2.2E-8	5.6E-7	1.9E-4	4.9E-5
58	2.7E-4	3.0E-8	2.1E-8	5.6E-7	1.9E-4	4.9E-5
59	2.6E-4	3.0E-8	2.1E-8	5.5E-7	1.9E-4	4.8E-5
60	2.6E-4	2.9E-8	2.1E-8	5.4E-7	1.9E-4	4.8E-5
61	2.6E-4	2.9E-8	2.0E-8	5.4E-7	1.9E-4	4.8E-5
62	2.6E-4	2.9E-8	2.0E-8	5.3E-7	1.9E-4	4.7E-5
63	2.6E-4	2.9E-8	2.0E-8	5.3E-7	1.8E-4	4.7E-5
64	2.5E-4	2.8E-8	2.0E-8	5.2E-7	1.8E-4	4.7E-5
65	2.5E-4	2.8E-8	1.9E-8	5.1E-7	1.8E-4	4.6E-5
66	2.5E-4	2.8E-8	1.9E-8	5.1E-7	1.8E-4	4.6E-5
67	2.5E-4	2.8E-8	1.9E-8	5.0E-7	1.8E-4	4.5E-5
68	2.5E-4	2.7E-8	1.8E-8	5.0E-7	1.8E-4	4.5E-5
69	2.5E-4	2.7E-8	1.8E-8	4.9E-7	1.8E-4	4.5E-5
70	2.4E-4	2.7E-8	1.8E-8	4.9E-7	1.8E-4	4.4E-5
71	2.4E-4	2.7E-8	1.8E-8	4.8E-7	1.7E-4	4.4E-5
72	2.4E-4	2.6E-8	1.7E-8	4.7E-7	1.7E-4	4.4E-5
73	2.4E-4	2.6E-8	1.7E-8	4.7E-7	1.7E-4	4.3E-5
74	2.4E-4	2.6E-8	1.7E-8	4.6E-7	1.7E-4	4.3E-5
75	2.3E-4	2.6E-8	1.7E-8	4.6E-7	1.7E-4	4.3E-5
76	2.3E-4	2.6E-8	1.6E-8	4.5E-7	1.7E-4	4.2E-5
77	2.3E-4	2.5E-8	1.6E-8	4.5E-7	1.7E-4	4.2E-5
78	2.3E-4	2.5E-8	1.6E-8	4.4E-7	1.7E-4	4.2E-5
79	2.3E-4	2.5E-8	1.6E-8	4.4E-7	1.7E-4	4.1E-5
80	2.3E-4	2.5E-8	1.6E-8	4.3E-7	1.6E-4	4.1E-5
81	2.3E-4	2.4E-8	1.5E-8	4.3E-7	1.6E-4	4.1E-5
82	2.2E-4	2.4E-8	1.5E-8	4.3E-7	1.6E-4	4.0E-5
83	2.2E-4	2.4E-8	1.5E-8	4.2E-7	1.6E-4	4.0E-5
84	2.2E-4	2.4E-8	1.5E-8	4.2E-7	1.6E-4	4.0E-5
85	2.2E-4	2.4E-8	1.4E-8	4.1E-7	1.6E-4	3.9E-5
86	2.2E-4	2.4E-8	1.4E-8	4.1E-7	1.6E-4	3.9E-5
87	2.2E-4	2.3E-8	1.4E-8	4.0E-7	1.6E-4	3.9E-5
88	2.1E-4	2.3E-8	1.4E-8	4.0E-7	1.6E-4	3.9E-5
89	2.1E-4	2.3E-8	1.4E-8	3.9E-7	1.6E-4	3.8E-5
90	2.1E-4	2.3E-8	1.4E-8	3.9E-7	1.5E-4	3.8E-5
91	2.1E-4	2.3E-8	1.3E-8	3.9E-7	1.5E-4	3.8E-5
92	2.1E-4	2.2E-8	1.3E-8	3.8E-7	1.5E-4	3.7E-5
93	2.1E-4	2.2E-8	1.3E-8	3.8E-7	1.5E-4	3.7E-5
94	2.1E-4	2.2E-8	1.3E-8	3.7E-7	1.5E-4	3.7E-5
95	2.0E-4	2.2E-8	1.3E-8	3.7E-7	1.5E-4	3.6E-5
96	2.0E-4	2.2E-8	1.3E-8	3.7E-7	1.5E-4	3.6E-5
97	2.0E-4	2.2E-8	1.2E-8	3.6E-7	1.5E-4	3.6E-5
98	2.0E-4	2.1E-8	1.2E-8	3.6E-7	1.5E-4	3.6E-5
99	2.0E-4	2.1E-8	1.2E-8	3.5E-7	1.5E-4	3.5E-5
100	2.0E-4	2.1E-8	1.2E-8	3.5E-7	1.4E-4	3.5E-5
110	1.8E-4	1.9E-8	1.1E-8	3.2E-7	1.4E-4	3.2E-5
120	1.7E-4	1.8E-8	9.5E-9	2.8E-7	1.3E-4	3.0E-5
130	1.6E-4	1.6E-8	8.5E-9	2.6E-7	1.2E-4	2.8E-5
140	1.5E-4	1.5E-8	7.6E-9	2.3E-7	1.1E-4	2.5E-5
150	1.4E-4	1.4E-8	6.9E-9	2.1E-7	1.0E-4	2.3E-5
160	1.3E-4	1.3E-8	6.2E-9	1.9E-7	9.8E-5	2.2E-5
170	1.2E-4	1.2E-8	5.7E-9	1.7E-7	9.2E-5	2.0E-5
180	1.1E-4	1.1E-8	5.2E-9	1.6E-7	8.6E-5	1.8E-5
190	1.0E-4	9.9E-9	4.7E-9	1.4E-7	8.0E-5	1.7E-5
200	9.7E-5	9.1E-9	4.3E-9	1.3E-7	7.5E-5	1.6E-5
210	9.1E-5	8.4E-9	3.9E-9	1.2E-7	7.0E-5	1.4E-5
220	8.5E-5	7.7E-9	3.6E-9	1.1E-7	6.6E-5	1.3E-5
230	7.9E-5	7.1E-9	3.3E-9	9.8E-8	6.2E-5	1.2E-5
240	7.3E-5	6.5E-9	3.0E-9	9.0E-8	5.8E-5	1.1E-5
250	6.8E-5	6.0E-9	2.8E-9	8.2E-8	5.4E-5	1.0E-5
260	6.4E-5	5.5E-9	2.6E-9	7.5E-8	5.0E-5	9.6E-6
270	6.0E-5	5.1E-9	2.3E-9	6.9E-8	4.7E-5	8.8E-6
280	5.5E-5	4.7E-9	2.2E-9	6.3E-8	4.4E-5	8.2E-6
290	5.2E-5	4.3E-9	2.0E-9	5.8E-8	4.1E-5	7.5E-6
300	4.8E-5	4.0E-9	1.8E-9	5.3E-8	3.9E-5	6.9E-6
310	4.5E-5	3.7E-9	1.7E-9	4.9E-8	3.6E-5	6.4E-6
320	4.2E-5	3.4E-9	1.6E-9	4.5E-8	3.4E-5	5.9E-6
330	3.9E-5	3.1E-9	1.4E-9	4.2E-8	3.1E-5	5.4E-6
340	3.6E-5	2.9E-9	1.3E-9	3.8E-8	2.9E-5	5.0E-6
350	3.4E-5	2.6E-9	1.2E-9	3.5E-8	2.8E-5	4.6E-6
360	3.2E-5	2.4E-9	1.1E-9	3.3E-8	2.6E-5	4.2E-6
365	3.1E-5	2.3E-9	1.1E-9	3.1E-8	2.5E-5	4.1E-6
370	3.0E-5	2.3E-9	1.0E-9	3.0E-8	2.4E-5	3.9E-6
380	2.8E-5	2.1E-9	9.6E-10	2.8E-8	2.2E-5	3.6E-6
390	2.6E-5	1.9E-9	8.9E-10	2.6E-8	2.1E-5	3.3E-6
400	2.4E-5	1.8E-9	8.2E-10	2.4E-8	2.0E-5	3.1E-6
410	2.2E-5	1.6E-9	7.6E-10	2.2E-8	1.8E-5	2.8E-6
420	2.1E-5	1.5E-9	7.0E-10	2.0E-8	1.7E-5	2.6E-6
430	1.9E-5	1.4E-9	6.5E-10	1.9E-8	1.6E-5	2.4E-6
440	1.8E-5	1.3E-9	6.0E-10	1.8E-8	1.5E-5	2.2E-6
450	1.7E-5	1.2E-9	5.5E-10	1.6E-8	1.4E-5	2.0E-6
460	1.6E-5	1.1E-9	5.1E-10	1.5E-8	1.3E-5	1.9E-6
470	1.5E-5	1.0E-9	4.7E-10	1.4E-8	1.2E-5	1.7E-6
480	1.4E-5	9.5E-10	4.4E-10	1.3E-8	1.1E-5	1.6E-6
490	1.3E-5	8.8E-10	4.0E-10	1.2E-8	1.1E-5	1.5E-6
500	1.2E-5	8.1E-10	3.7E-10	1.1E-8	9.9E-6	1.4E-6
510	1.1E-5	7.5E-10	3.5E-10	1.0E-8	9.3E-6	1.3E-6
520	1.0E-5	7.0E-10	3.2E-10	9.7E-9	8.7E-6	1.2E-6
530	9.6E-6	6.5E-10	3.0E-10	9.1E-9	8.1E-6	1.1E-6
540	9.0E-6	6.0E-10	2.7E-10	8.4E-9	7.5E-6	9.8E-7
550	8.4E-6	5.5E-10	2.5E-10	7.8E-9	7.0E-6	9.1E-7
560	7.8E-6	5.1E-10	2.4E-10	7.3E-9	6.6E-6	8.4E-7
570	7.3E-6	4.8E-10	2.2E-10	6.8E-9	6.1E-6	7.7E-7
580	6.8E-6	4.4E-10	2.0E-10	6.3E-9	5.7E-6	7.1E-7
590	6.3E-6	4.1E-10	1.9E-10	5.9E-9	5.4E-6	6.6E-7
600	5.9E-6	3.8E-10	1.7E-10	5.5E-9	5.0E-6	6.1E-7
610	5.5E-6	3.5E-10	1.6E-10	5.1E-9	4.7E-6	5.6E-7
620	5.1E-6	3.2E-10	1.5E-10	4.8E-9	4.4E-6	5.2E-7
630	4.8E-6	3.0E-10	1.4E-10	4.4E-9	4.1E-6	4.8E-7
640	4.5E-6	2.8E-10	1.3E-10	4.1E-9	3.8E-6	4.4E-7
650	4.2E-6	2.6E-10	1.2E-10	3.9E-9	3.6E-6	4.0E-7
660	3.9E-6	2.4E-10	1.1E-10	3.6E-9	3.3E-6	3.7E-7
670	3.6E-6	2.2E-10	1.0E-10	3.4E-9	3.1E-6	3.4E-7
680	3.4E-6	2.1E-10	-	3.1E-9	2.9E-6	3.2E-7
690	3.1E-6	1.9E-10	-	2.9E-9	2.7E-6	2.9E-7
700	2.9E-6	1.8E-10	-	2.7E-9	2.5E-6	2.7E-7
710	2.7E-6	1.6E-10	-	2.5E-9	2.4E-6	2.5E-7
720	2.6E-6	1.5E-10	-	2.4E-9	2.2E-6	2.3E-7
730	2.4E-6	1.4E-10	-	2.2E-9	2.0E-6	2.1E-7
740	2.2E-6	1.3E-10	-	2.1E-9	1.9E-6	2.0E-7
750	2.1E-6	1.2E-10	-	1.9E-9	1.8E-6	1.8E-7
760	1.9E-6	1.1E-10	-	1.8E-9	1.7E-6	1.7E-7
770	1.8E-6	1.1E-10	-	1.7E-9	1.6E-6	1.5E-7
780	1.7E-6	-	-	1.6E-9	1.5E-6	1.4E-7
790	1.6E-6	-	-	1.5E-9	1.4E-6	1.3E-7
800	1.5E-6	-	-	1.4E-9	1.3E-6	1.2E-7
810	1.4E-6	-	-	1.3E-9	1.2E-6	1.1E-7
820	1.3E-6	-	-	1.2E-9	1.1E-6	1.0E-7
830	1.2E-6	-	-	1.1E-9	1.0E-6	9.5E-8
840	1.1E-6	-	-	1.0E-9	9.6E-7	8.8E-8
850	1.0E-6	-	-	9.7E-10	9.0E-7	8.1E-8
860	9.6E-7	-	-	9.0E-10	8.4E-7	7.5E-8
870	9.0E-7	-	-	8.4E-10	7.8E-7	6.9E-8
880	8.3E-7	-	-	7.9E-10	7.3E-7	6.4E-8
890	7.8E-7	-	-	7.3E-10	6.8E-7	5.9E-8
900	7.3E-7	-	-	6.9E-10	6.4E-7	5.4E-8
910	6.8E-7	-	-	6.4E-10	5.9E-7	5.0E-8
920	6.3E-7	-	-	6.0E-10	5.5E-7	4.6E-8
930	5.9E-7	-	-	5.6E-10	5.2E-7	4.3E-8
940	5.5E-7	-	-	5.2E-10	4.8E-7	4.0E-8
950	5.1E-7	-	-	4.9E-10	4.5E-7	3.7E-8
960	4.8E-7	-	-	4.5E-10	4.2E-7	3.4E-8
970	4.5E-7	-	-	4.2E-10	3.9E-7	3.1E-8
980	4.2E-7	-	-	4.0E-10	3.7E-7	2.9E-8
990	3.9E-7	-	-	3.7E-10	3.4E-7	2.7E-8
1000	3.6E-7	-	-	3.5E-10	3.2E-7	2.5E-8
1010	3.4E-7	-	-	3.2E-10	3.0E-7	2.3E-8
1020	3.1E-7	-	-	3.0E-10	2.8E-7	2.1E-8
1030	2.9E-7	-	-	2.8E-10	2.6E-7	1.9E-8
1040	2.7E-7	-	-	2.6E-10	2.4E-7	1.8E-8
1050	2.6E-7	-	-	2.5E-10	2.3E-7	1.7E-8
1060	2.4E-7	-	-	2.3E-10	2.1E-7	1.5E-8
1070	2.2E-7	-	-	2.1E-10	2.0E-7	1.4E-8
1080	2.1E-7	-	-	2.0E-10	1.8E-7	1.3E-8
1090	1.9E-7	-	-	1.9E-10	1.7E-7	1.2E-8
1095	1.9E-7	-	-	1.8E-10	1.7E-7	1.2E-8
1100	1.8E-7	-	-	1.7E-10	1.6E-7	1.1E-8
1200	9.0E-8	-	-	-	8.0E-8	5.1E-9
1300	4.5E-8	-	-	-	4.0E-8	2.3E-9
1400	2.2E-8	-	-	-	2.0E-8	1.1E-9
1500	1.1E-8	-	-	-	1.0E-8	5.0E-10
1600	5.5E-9	-	-	-	5.0E-9	2.3E-10
1700	2.8E-9	-	-	-	2.5E-9	1.1E-10
1800	1.4E-9	-	-	-	1.2E-9	-
1900	6.9E-10	-	-	-	6.2E-10	-
2000	3.4E-10	-	-	-	3.1E-10	-
2100	1.7E-10	-	-	-	1.6E-10	-
