Radionuclide	Te-121m
Route of Intake	Inhalation
Material	Gas or vapour Type F, Unspecified gas or vapour , fA=0.3
AMTD/AMAD, µm	-

Content in an Organ or Excreta Sample per Intake (Reference Bioassay Functions m(t)), Bq per Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Thyroid*	Skeleton*	Liver*
34	8.1E-2	1.8E-3	7.8E-4	2.4E-3	1.9E-3	4.9E-4	3.7E-2	1.6E-2
35	7.8E-2	1.7E-3	7.4E-4	2.3E-3	1.8E-3	4.6E-4	3.7E-2	1.5E-2
36	7.5E-2	1.6E-3	7.0E-4	2.2E-3	1.7E-3	4.4E-4	3.6E-2	1.4E-2
37	7.3E-2	1.5E-3	6.7E-4	2.1E-3	1.6E-3	4.1E-4	3.6E-2	1.4E-2
38	7.0E-2	1.5E-3	6.3E-4	2.0E-3	1.5E-3	3.9E-4	3.5E-2	1.3E-2
39	6.8E-2	1.4E-3	6.0E-4	1.9E-3	1.4E-3	3.7E-4	3.5E-2	1.2E-2
40	6.6E-2	1.3E-3	5.7E-4	1.8E-3	1.4E-3	3.5E-4	3.4E-2	1.2E-2
41	6.4E-2	1.3E-3	5.4E-4	1.7E-3	1.3E-3	3.3E-4	3.4E-2	1.1E-2
42	6.2E-2	1.2E-3	5.1E-4	1.6E-3	1.2E-3	3.2E-4	3.3E-2	1.0E-2
43	6.0E-2	1.2E-3	4.8E-4	1.5E-3	1.2E-3	3.0E-4	3.3E-2	9.8E-3
44	5.8E-2	1.1E-3	4.6E-4	1.4E-3	1.1E-3	2.8E-4	3.2E-2	9.3E-3
45	5.6E-2	1.1E-3	4.3E-4	1.3E-3	1.1E-3	2.7E-4	3.2E-2	8.8E-3
46	5.5E-2	1.0E-3	4.1E-4	1.3E-3	1.0E-3	2.6E-4	3.2E-2	8.4E-3
47	5.3E-2	9.7E-4	3.9E-4	1.2E-3	9.5E-4	2.4E-4	3.1E-2	8.0E-3
48	5.1E-2	9.3E-4	3.7E-4	1.2E-3	9.0E-4	2.3E-4	3.1E-2	7.5E-3
49	5.0E-2	8.9E-4	3.5E-4	1.1E-3	8.6E-4	2.2E-4	3.0E-2	7.2E-3
50	4.9E-2	8.5E-4	3.3E-4	1.0E-3	8.2E-4	2.1E-4	3.0E-2	6.8E-3
51	4.7E-2	8.2E-4	3.1E-4	9.9E-4	7.8E-4	2.0E-4	2.9E-2	6.5E-3
52	4.6E-2	7.8E-4	3.0E-4	9.4E-4	7.4E-4	1.9E-4	2.9E-2	6.1E-3
53	4.5E-2	7.5E-4	2.8E-4	8.9E-4	7.0E-4	1.8E-4	2.9E-2	5.8E-3
54	4.3E-2	7.2E-4	2.7E-4	8.5E-4	6.7E-4	1.7E-4	2.8E-2	5.5E-3
55	4.2E-2	6.9E-4	2.6E-4	8.1E-4	6.4E-4	1.6E-4	2.8E-2	5.3E-3
56	4.1E-2	6.7E-4	2.4E-4	7.7E-4	6.1E-4	1.5E-4	2.7E-2	5.0E-3
57	4.0E-2	6.4E-4	2.3E-4	7.3E-4	5.8E-4	1.4E-4	2.7E-2	4.8E-3
58	3.9E-2	6.1E-4	2.2E-4	7.0E-4	5.5E-4	1.4E-4	2.7E-2	4.5E-3
59	3.8E-2	5.9E-4	2.1E-4	6.6E-4	5.2E-4	1.3E-4	2.6E-2	4.3E-3
60	3.7E-2	5.7E-4	2.0E-4	6.3E-4	5.0E-4	1.2E-4	2.6E-2	4.1E-3
61	3.6E-2	5.5E-4	1.9E-4	6.0E-4	4.8E-4	1.2E-4	2.6E-2	3.9E-3
62	3.5E-2	5.3E-4	1.8E-4	5.7E-4	4.6E-4	1.1E-4	2.5E-2	3.7E-3
63	3.5E-2	5.1E-4	1.7E-4	5.5E-4	4.3E-4	1.1E-4	2.5E-2	3.5E-3
64	3.4E-2	4.9E-4	1.6E-4	5.2E-4	4.2E-4	1.0E-4	2.4E-2	3.4E-3
65	3.3E-2	4.7E-4	1.6E-4	5.0E-4	4.0E-4	9.8E-5	2.4E-2	3.2E-3
66	3.2E-2	4.6E-4	1.5E-4	4.7E-4	3.8E-4	9.3E-5	2.4E-2	3.1E-3
67	3.2E-2	4.4E-4	1.4E-4	4.5E-4	3.6E-4	8.9E-5	2.3E-2	2.9E-3
68	3.1E-2	4.2E-4	1.3E-4	4.3E-4	3.5E-4	8.5E-5	2.3E-2	2.8E-3
69	3.0E-2	4.1E-4	1.3E-4	4.1E-4	3.3E-4	8.1E-5	2.3E-2	2.7E-3
70	3.0E-2	4.0E-4	1.2E-4	3.9E-4	3.2E-4	7.7E-5	2.2E-2	2.5E-3
71	2.9E-2	3.8E-4	1.2E-4	3.8E-4	3.0E-4	7.4E-5	2.2E-2	2.4E-3
72	2.8E-2	3.7E-4	1.1E-4	3.6E-4	2.9E-4	7.0E-5	2.2E-2	2.3E-3
73	2.8E-2	3.6E-4	1.1E-4	3.4E-4	2.8E-4	6.7E-5	2.2E-2	2.2E-3
74	2.7E-2	3.5E-4	1.0E-4	3.3E-4	2.7E-4	6.4E-5	2.1E-2	2.1E-3
75	2.7E-2	3.4E-4	9.7E-5	3.1E-4	2.6E-4	6.2E-5	2.1E-2	2.0E-3
76	2.6E-2	3.3E-4	9.2E-5	3.0E-4	2.5E-4	5.9E-5	2.1E-2	1.9E-3
77	2.6E-2	3.1E-4	8.8E-5	2.9E-4	2.4E-4	5.6E-5	2.0E-2	1.9E-3
78	2.5E-2	3.1E-4	8.5E-5	2.8E-4	2.3E-4	5.4E-5	2.0E-2	1.8E-3
79	2.5E-2	3.0E-4	8.1E-5	2.7E-4	2.2E-4	5.2E-5	2.0E-2	1.7E-3
80	2.4E-2	2.9E-4	7.7E-5	2.5E-4	2.1E-4	4.9E-5	1.9E-2	1.6E-3
81	2.4E-2	2.8E-4	7.4E-5	2.4E-4	2.0E-4	4.7E-5	1.9E-2	1.6E-3
82	2.3E-2	2.7E-4	7.1E-5	2.3E-4	1.9E-4	4.5E-5	1.9E-2	1.5E-3
83	2.3E-2	2.6E-4	6.8E-5	2.3E-4	1.9E-4	4.4E-5	1.9E-2	1.4E-3
84	2.2E-2	2.6E-4	6.5E-5	2.2E-4	1.8E-4	4.2E-5	1.8E-2	1.4E-3
85	2.2E-2	2.5E-4	6.3E-5	2.1E-4	1.7E-4	4.0E-5	1.8E-2	1.3E-3
86	2.1E-2	2.4E-4	6.0E-5	2.0E-4	1.7E-4	3.9E-5	1.8E-2	1.3E-3
87	2.1E-2	2.4E-4	5.8E-5	1.9E-4	1.6E-4	3.7E-5	1.8E-2	1.2E-3
88	2.1E-2	2.3E-4	5.5E-5	1.9E-4	1.5E-4	3.6E-5	1.7E-2	1.2E-3
89	2.0E-2	2.2E-4	5.3E-5	1.8E-4	1.5E-4	3.4E-5	1.7E-2	1.1E-3
90	2.0E-2	2.2E-4	5.1E-5	1.7E-4	1.4E-4	3.3E-5	1.7E-2	1.1E-3
91	2.0E-2	2.1E-4	4.9E-5	1.7E-4	1.4E-4	3.2E-5	1.7E-2	1.0E-3
92	1.9E-2	2.1E-4	4.7E-5	1.6E-4	1.3E-4	3.1E-5	1.6E-2	1.0E-3
93	1.9E-2	2.0E-4	4.6E-5	1.5E-4	1.3E-4	2.9E-5	1.6E-2	9.7E-4
94	1.9E-2	2.0E-4	4.4E-5	1.5E-4	1.2E-4	2.8E-5	1.6E-2	9.4E-4
95	1.8E-2	1.9E-4	4.2E-5	1.4E-4	1.2E-4	2.7E-5	1.6E-2	9.1E-4
96	1.8E-2	1.9E-4	4.1E-5	1.4E-4	1.2E-4	2.6E-5	1.6E-2	8.7E-4
97	1.8E-2	1.8E-4	3.9E-5	1.3E-4	1.1E-4	2.5E-5	1.5E-2	8.4E-4
98	1.7E-2	1.8E-4	3.8E-5	1.3E-4	1.1E-4	2.5E-5	1.5E-2	8.1E-4
99	1.7E-2	1.7E-4	3.7E-5	1.2E-4	1.1E-4	2.4E-5	1.5E-2	7.9E-4
100	1.7E-2	1.7E-4	3.5E-5	1.2E-4	1.0E-4	2.3E-5	1.5E-2	7.6E-4
110	1.4E-2	1.4E-4	2.5E-5	8.9E-5	7.7E-5	1.7E-5	1.3E-2	5.5E-4
120	1.2E-2	1.1E-4	1.9E-5	6.8E-5	5.9E-5	1.3E-5	1.1E-2	4.2E-4
130	1.1E-2	9.2E-5	1.5E-5	5.3E-5	4.7E-5	9.8E-6	9.7E-3	3.3E-4
140	9.2E-3	7.7E-5	1.2E-5	4.3E-5	3.8E-5	7.9E-6	8.5E-3	2.6E-4
150	8.0E-3	6.5E-5	9.5E-6	3.5E-5	3.2E-5	6.4E-6	7.4E-3	2.2E-4
160	7.0E-3	5.5E-5	7.9E-6	2.9E-5	2.6E-5	5.3E-6	6.5E-3	1.8E-4
170	6.2E-3	4.6E-5	6.6E-6	2.4E-5	2.2E-5	4.5E-6	5.7E-3	1.5E-4
180	5.4E-3	3.9E-5	5.5E-6	2.1E-5	1.9E-5	3.8E-6	5.0E-3	1.3E-4
190	4.8E-3	3.4E-5	4.7E-6	1.7E-5	1.6E-5	3.2E-6	4.5E-3	1.1E-4
200	4.2E-3	2.9E-5	4.0E-6	1.5E-5	1.3E-5	2.7E-6	3.9E-3	9.0E-5
210	3.7E-3	2.4E-5	3.4E-6	1.3E-5	1.1E-5	2.3E-6	3.5E-3	7.7E-5
220	3.3E-3	2.1E-5	2.9E-6	1.1E-5	9.8E-6	2.0E-6	3.1E-3	6.5E-5
230	3.0E-3	1.8E-5	2.4E-6	9.2E-6	8.4E-6	1.7E-6	2.8E-3	5.6E-5
240	2.7E-3	1.5E-5	2.1E-6	7.8E-6	7.1E-6	1.4E-6	2.5E-3	4.8E-5
250	2.4E-3	1.3E-5	1.8E-6	6.7E-6	6.1E-6	1.2E-6	2.3E-3	4.1E-5
260	2.1E-3	1.1E-5	1.5E-6	5.7E-6	5.2E-6	1.0E-6	2.0E-3	3.5E-5
270	1.9E-3	9.5E-6	1.3E-6	4.9E-6	4.5E-6	8.9E-7	1.8E-3	3.0E-5
280	1.8E-3	8.1E-6	1.1E-6	4.2E-6	3.8E-6	7.6E-7	1.7E-3	2.5E-5
290	1.6E-3	7.0E-6	9.5E-7	3.6E-6	3.3E-6	6.5E-7	1.5E-3	2.2E-5
300	1.4E-3	6.0E-6	8.2E-7	3.1E-6	2.8E-6	5.5E-7	1.4E-3	1.9E-5
310	1.3E-3	5.1E-6	7.0E-7	2.6E-6	2.4E-6	4.8E-7	1.3E-3	1.6E-5
320	1.2E-3	4.4E-6	6.0E-7	2.2E-6	2.0E-6	4.1E-7	1.2E-3	1.4E-5
330	1.1E-3	3.8E-6	5.1E-7	1.9E-6	1.8E-6	3.5E-7	1.1E-3	1.2E-5
340	1.0E-3	3.2E-6	4.4E-7	1.7E-6	1.5E-6	3.0E-7	1.0E-3	1.0E-5
350	9.5E-4	2.8E-6	3.8E-7	1.4E-6	1.3E-6	2.6E-7	9.2E-4	8.6E-6
360	8.8E-4	2.4E-6	3.2E-7	1.2E-6	1.1E-6	2.2E-7	8.6E-4	7.4E-6
365	8.5E-4	2.2E-6	3.0E-7	1.1E-6	1.0E-6	2.0E-7	8.3E-4	6.9E-6
370	8.2E-4	2.1E-6	2.8E-7	1.0E-6	9.6E-7	1.9E-7	8.0E-4	6.4E-6
380	7.6E-4	1.8E-6	2.4E-7	9.0E-7	8.2E-7	1.6E-7	7.4E-4	5.5E-6
390	7.1E-4	1.5E-6	2.1E-7	7.8E-7	7.1E-7	1.4E-7	6.9E-4	4.7E-6
400	6.6E-4	1.3E-6	1.8E-7	6.7E-7	6.1E-7	1.2E-7	6.5E-4	4.1E-6
410	6.2E-4	1.1E-6	1.5E-7	5.8E-7	5.3E-7	1.0E-7	6.1E-4	3.5E-6
420	5.8E-4	9.9E-7	1.3E-7	5.0E-7	4.6E-7	9.1E-8	5.7E-4	3.0E-6
430	5.4E-4	8.6E-7	1.2E-7	4.3E-7	4.0E-7	7.8E-8	5.4E-4	2.6E-6
440	5.1E-4	7.5E-7	1.0E-7	3.8E-7	3.4E-7	6.8E-8	5.0E-4	2.3E-6
450	4.8E-4	6.5E-7	8.7E-8	3.3E-7	3.0E-7	5.9E-8	4.7E-4	2.0E-6
460	4.5E-4	5.7E-7	7.5E-8	2.9E-7	2.6E-7	5.1E-8	4.5E-4	1.7E-6
470	4.3E-4	5.0E-7	6.6E-8	2.5E-7	2.3E-7	4.5E-8	4.2E-4	1.5E-6
480	4.0E-4	4.4E-7	5.7E-8	2.2E-7	2.0E-7	3.9E-8	4.0E-4	1.3E-6
490	3.8E-4	3.8E-7	5.0E-8	1.9E-7	1.7E-7	3.4E-8	3.8E-4	1.1E-6
500	3.6E-4	3.4E-7	4.4E-8	1.7E-7	1.5E-7	3.0E-8	3.6E-4	1.0E-6
510	3.4E-4	3.0E-7	3.9E-8	1.5E-7	1.4E-7	2.6E-8	3.4E-4	8.9E-7
520	3.2E-4	2.6E-7	3.4E-8	1.3E-7	1.2E-7	2.3E-8	3.2E-4	7.8E-7
530	3.1E-4	2.3E-7	3.0E-8	1.1E-7	1.1E-7	2.1E-8	3.0E-4	6.9E-7
540	2.9E-4	2.1E-7	2.7E-8	1.0E-7	9.4E-8	1.8E-8	2.9E-4	6.1E-7
550	2.7E-4	1.9E-7	2.4E-8	9.0E-8	8.3E-8	1.6E-8	2.7E-4	5.4E-7
560	2.6E-4	1.7E-7	2.1E-8	8.1E-8	7.5E-8	1.4E-8	2.6E-4	4.9E-7
570	2.5E-4	1.5E-7	1.9E-8	7.2E-8	6.7E-8	1.3E-8	2.5E-4	4.3E-7
580	2.3E-4	1.3E-7	1.7E-8	6.5E-8	6.0E-8	1.2E-8	2.3E-4	3.9E-7
590	2.2E-4	1.2E-7	1.5E-8	5.8E-8	5.4E-8	1.0E-8	2.2E-4	3.5E-7
600	2.1E-4	1.1E-7	1.4E-8	5.3E-8	4.9E-8	9.4E-9	2.1E-4	3.2E-7
610	2.0E-4	1.0E-7	1.2E-8	4.8E-8	4.4E-8	8.5E-9	2.0E-4	2.9E-7
620	1.9E-4	9.1E-8	1.1E-8	4.3E-8	4.0E-8	7.7E-9	1.9E-4	2.6E-7
630	1.8E-4	8.3E-8	1.0E-8	3.9E-8	3.7E-8	7.0E-9	1.8E-4	2.4E-7
640	1.7E-4	7.6E-8	9.3E-9	3.6E-8	3.4E-8	6.4E-9	1.7E-4	2.2E-7
650	1.6E-4	7.0E-8	8.5E-9	3.3E-8	3.1E-8	5.9E-9	1.6E-4	2.0E-7
660	1.6E-4	6.5E-8	7.8E-9	3.0E-8	2.8E-8	5.4E-9	1.6E-4	1.8E-7
670	1.5E-4	6.0E-8	7.2E-9	2.8E-8	2.6E-8	5.0E-9	1.5E-4	1.7E-7
680	1.4E-4	5.5E-8	6.6E-9	2.6E-8	2.4E-8	4.6E-9	1.4E-4	1.5E-7
690	1.4E-4	5.1E-8	6.1E-9	2.4E-8	2.2E-8	4.2E-9	1.3E-4	1.4E-7
700	1.3E-4	4.8E-8	5.7E-9	2.2E-8	2.1E-8	3.9E-9	1.3E-4	1.3E-7
710	1.2E-4	4.4E-8	5.3E-9	2.1E-8	1.9E-8	3.6E-9	1.2E-4	1.2E-7
720	1.2E-4	4.1E-8	4.9E-9	1.9E-8	1.8E-8	3.4E-9	1.2E-4	1.1E-7
730	1.1E-4	3.9E-8	4.6E-9	1.8E-8	1.7E-8	3.2E-9	1.1E-4	1.1E-7
740	1.1E-4	3.6E-8	4.3E-9	1.7E-8	1.6E-8	3.0E-9	1.1E-4	9.9E-8
750	1.0E-4	3.4E-8	4.0E-9	1.6E-8	1.5E-8	2.8E-9	1.0E-4	9.3E-8
760	9.6E-5	3.2E-8	3.7E-9	1.5E-8	1.4E-8	2.6E-9	9.6E-5	8.7E-8
770	9.1E-5	3.0E-8	3.5E-9	1.4E-8	1.3E-8	2.4E-9	9.1E-5	8.2E-8
780	8.7E-5	2.8E-8	3.3E-9	1.3E-8	1.2E-8	2.3E-9	8.7E-5	7.7E-8
790	8.3E-5	2.7E-8	3.1E-9	1.2E-8	1.1E-8	2.1E-9	8.3E-5	7.2E-8
800	7.9E-5	2.5E-8	2.9E-9	1.1E-8	1.1E-8	2.0E-9	7.9E-5	6.8E-8
810	7.5E-5	2.4E-8	2.7E-9	1.1E-8	1.0E-8	1.9E-9	7.5E-5	6.4E-8
820	7.2E-5	2.2E-8	2.6E-9	1.0E-8	9.6E-9	1.8E-9	7.2E-5	6.1E-8
830	6.8E-5	2.1E-8	2.4E-9	9.6E-9	9.0E-9	1.7E-9	6.8E-5	5.7E-8
840	6.5E-5	2.0E-8	2.3E-9	9.1E-9	8.6E-9	1.6E-9	6.5E-5	5.4E-8
850	6.2E-5	1.9E-8	2.2E-9	8.6E-9	8.1E-9	1.5E-9	6.2E-5	5.1E-8
860	5.9E-5	1.8E-8	2.1E-9	8.1E-9	7.7E-9	1.4E-9	5.9E-5	4.8E-8
870	5.6E-5	1.7E-8	2.0E-9	7.7E-9	7.3E-9	1.4E-9	5.6E-5	4.6E-8
880	5.4E-5	1.6E-8	1.9E-9	7.3E-9	6.9E-9	1.3E-9	5.4E-5	4.3E-8
890	5.1E-5	1.5E-8	1.8E-9	6.9E-9	6.5E-9	1.2E-9	5.1E-5	4.1E-8
900	4.9E-5	1.5E-8	1.7E-9	6.6E-9	6.2E-9	1.2E-9	4.9E-5	3.9E-8
910	4.6E-5	1.4E-8	1.6E-9	6.2E-9	5.9E-9	1.1E-9	4.6E-5	3.7E-8
920	4.4E-5	1.3E-8	1.5E-9	5.9E-9	5.6E-9	1.0E-9	4.4E-5	3.5E-8
930	4.2E-5	1.2E-8	1.4E-9	5.6E-9	5.3E-9	9.9E-10	4.2E-5	3.3E-8
940	4.0E-5	1.2E-8	1.4E-9	5.3E-9	5.0E-9	9.4E-10	4.0E-5	3.2E-8
950	3.8E-5	1.1E-8	1.3E-9	5.1E-9	4.8E-9	8.9E-10	3.8E-5	3.0E-8
960	3.6E-5	1.1E-8	1.2E-9	4.8E-9	4.5E-9	8.5E-10	3.6E-5	2.9E-8
970	3.5E-5	1.0E-8	1.2E-9	4.6E-9	4.3E-9	8.1E-10	3.5E-5	2.7E-8
980	3.3E-5	9.6E-9	1.1E-9	4.3E-9	4.1E-9	7.7E-10	3.3E-5	2.6E-8
990	3.2E-5	9.2E-9	1.0E-9	4.1E-9	3.9E-9	7.3E-10	3.1E-5	2.5E-8
1000	3.0E-5	8.7E-9	9.9E-10	3.9E-9	3.7E-9	6.9E-10	3.0E-5	2.3E-8
1010	2.9E-5	8.3E-9	9.4E-10	3.7E-9	3.5E-9	6.6E-10	2.9E-5	2.2E-8
1020	2.7E-5	7.9E-9	9.0E-10	3.5E-9	3.3E-9	6.2E-10	2.7E-5	2.1E-8
1030	2.6E-5	7.5E-9	8.5E-10	3.4E-9	3.2E-9	5.9E-10	2.6E-5	2.0E-8
1040	2.5E-5	7.1E-9	8.1E-10	3.2E-9	3.0E-9	5.7E-10	2.5E-5	1.9E-8
1050	2.4E-5	6.8E-9	7.7E-10	3.0E-9	2.9E-9	5.4E-10	2.4E-5	1.8E-8
1060	2.3E-5	6.4E-9	7.3E-10	2.9E-9	2.7E-9	5.1E-10	2.2E-5	1.7E-8
1070	2.1E-5	6.1E-9	7.0E-10	2.8E-9	2.6E-9	4.9E-10	2.1E-5	1.6E-8
1080	2.0E-5	5.8E-9	6.6E-10	2.6E-9	2.5E-9	4.6E-10	2.0E-5	1.6E-8
1090	1.9E-5	5.5E-9	6.3E-10	2.5E-9	2.3E-9	4.4E-10	1.9E-5	1.5E-8
1095	1.9E-5	5.4E-9	6.2E-10	2.4E-9	2.3E-9	4.3E-10	1.9E-5	1.4E-8
1100	1.9E-5	5.3E-9	6.0E-10	2.4E-9	2.2E-9	4.2E-10	1.9E-5	1.4E-8
1200	1.1E-5	3.2E-9	3.7E-10	1.4E-9	1.4E-9	2.5E-10	1.1E-5	8.6E-9
1300	7.1E-6	2.0E-9	2.2E-10	8.8E-10	8.3E-10	1.6E-10	7.1E-6	5.2E-9
1400	4.4E-6	1.2E-9	1.4E-10	5.4E-10	5.1E-10	-	4.4E-6	3.2E-9
1500	2.7E-6	7.3E-10	-	3.3E-10	3.1E-10	-	2.7E-6	1.9E-9
1600	1.7E-6	4.4E-10	-	2.0E-10	1.9E-10	-	1.7E-6	1.2E-9
1700	1.0E-6	2.7E-10	-	1.2E-10	1.1E-10	-	1.0E-6	7.2E-10
1800	6.4E-7	1.7E-10	-	-	-	-	6.4E-7	4.4E-10
